"","reviews"
"122","어릴땐 몰랐지만, 때론 가슴에 담을 수 밖에 없는 사랑이 있다는 걸 절절히 느꼈다.  더불어 10대에 꿈꾸던 삶과 조금은 다르게 흘러가는 현실의 삶에 대해서도, 생각해본다. 소재는 불륜일지라도, 일생에 한번이었던 특별한 사랑을 여운 깊게 풀어낸 영화.  "
"123","계속 흐르는 눈물 닦느라 애썼다  "
"124","최고의영화~정말 그런 확실한 감정은 일생에 단한번뿐!!  "
"125","엄청난여운 아름다운사람들10점도 모지리  "
"126","노래만 들어도 눈물날거같다  "
"127","중년여자들의 환상을 대리만족시켜줄수있는 영화 ....다소 불륜적인 내용이지만 ....주연배우들의 연기가 우수하다 ...특히 여자 연기자의 내면적인 연기가 우수해서 9점을 주련다  "
"128","아름다움 사랑, 보는동안 목이메이고 눈물이 절로 나오는 영화 그건 사랑의 가슴의 모두의 그리움.  "
"129","메릴 스트립 존경합니다..  "
"130","비오는 오늘.. 다시한번 봤습니다. 여전히 가슴먹먹한 스토리..  "
"131","목메이고 먹먹하고 가슴아프고.  "
"132","20대에는 공감하지 못한 부분이 40이 넘으니 가슴 깊은 곳에서 먹먹해져온다. 지금 밖에는 비가 주룩주룩,  내 눈에는 눈물이 주룩주룩  "
"133","가슴이 뭉클뭉클...짧지만 아름다운사랑이네요~ㅜㅜ  "
"134","그녀의 인생을 가족에게 바쳤다..  "
"135","이렇게 느닷없이 사랑이 찾아 올 수도 있구나...ㅠ  "
"136","비오는 장면.. 폭풍눈물이네요...  "
"137","정말 감동적이네요,,  "
"138","일주일 동안 우울했다. 최고다. 이영화  "
"139","애잔하고 애절한 중년에 찾아온 평생의 단 한번의 운명적인 사랑  "
"140","눈물난다  "
"141","손잡이를 꼭 쥔채 열수도 놓을 수도 없는 사랑  "
"142","왜 그리 눈물이 나는지, 클린트 이스트우드와 메릴스트립에게 다시 한번 감사  "
"143","진실로, 다가온 짧았던 사랑, 그러나 평생 기억될 유일한 사랑... 먹먹한감동의 수작  "
"144","""이렇게 확실한 감정은 일생에 오직 한 번만 오는 것이요.. ""  "
"145","왜이렇게 가슴이 아린지...눈물만 난다  "
"146","사랑에 빠지는 시간은 그리길지 않다는 나의 생각을 너무 멋지게 그려 주었다...  "
"147","이제서야 이해했습니다. 그땐 너무 어렸어요.  "
"148","휴유증이 꽤나 오래갈듯..비오는날 프란체스카를 향한 로버트에 눈빛은 정말..  "
"149","메릴 스트립의 감정 ... 잊을 수 없다.  "
"150","몇 번을 다시 봐도.. 가슴이 아릿해지는 절실한 사랑.. 그저 눈물이 흐른다.  "
"151","메릴스트립 연기 최고!최고!최고!!! 엉엉울었다  "
"152","메릴스트립의 손짓 하나에도 눈물이 정말 펑펑 흘렀다.  "
"153","불륜이라 거부감이 들었지만 끝엔 차문을 열고 나가는것을 기대했다  "
"154","......... 할말없네 정말 꼭 보세요~  "
"155","관람객아이오와 풍경이 아름다웠다  "
"156","불륜이 정당화될수는 없지만 두사람의 이룰수 없는 절절한 사랑에 나도 모르게 가슴이 아파왔다. 의도치않게 그렇게 사랑은 찾아오나보다. 이룰수없었기에 더 간절하고 애절했는지도 모르겠다. 마지막 장면 남편의 말이 왜 이렇게 가슴이 아프던지ㅠㅠ  "
"157","갱년기 불륜의 사랑 포장. 사랑은 불현듯 찾아오는 신비?  애초에 F는 사랑하는 사람과 결혼하지 않은 것이 잘못임. 결혼할 때 후회없는 사랑을 선택하자  "
"158","불륜영화 갑.자동차 문을 열고 나갔더라도 둘의사랑은 서서히 식을거다.사실 한 사람만 사랑한다는게 불가능에 가깝겠지..어차피 완벽한 사랑이란게 없으니..가정을 지켰으니까 인정되는 영화.  "
"159","가식적인 도덕이었다 할지라도 그것을 선택한 그녀가 아름다웠다. 불륜이상의 이야기  "
"160","난인간이무섭다.인간은사랑이라미화시킨 본능(성욕)앞에 파렴치한이되는구나..  "
"161","관람객괜히 명작소설이 아니고 괜히 명작영화가 아니다.  "
"162","품었으나 사느라 외면해버린 그 시절의 모든 것들과의 추억. 그 순간  "
"163","어렸을 때 봤다면 공감이 하나도 안 됐을텐데 나이 먹어서 보면 더 이해가 가는 면이 많았다  "
"164","관람객아름다운 사랑이야기 좋음  "
"165","관람객매디슨카운티의 다리 라는 연결고리가 받아들이기 힘든 내용이었다  "
"166","30대가 되어서 40대가 되어서 한번씩 더 보고싶은 영화.  "
"167","관람객잔잔하게 마음을 울리는 영화. 로버트는 츤데레였다.  "
"168","진짜 최고다.. 믿고 보세요.. 나도 이런 사랑이 찾아올까ㅠㅠ  "
"169","관람객이십여년전 느꼈던 사랑의감동이 지금 다시보니 새롭게 공감하는 많은부분이 있었음!!진한사랑의 감정을 느껴도 현실을 버리지못한 여주인공의 마음이 이해되는 영화입니다!  "
"170","관람객너를 필요로 하고 싶지 않아, 너를 가질 수 없으니까.  "
"171","관람객고등학생 때 책으로 보고 또 봤던 명작이에요. 다시볼 수 있게되어서 정말 감동이었습니다.  "
"172","관람객탄탄한 스토리와 섬세한 대사!메릴스트립의 와벽한 연기!내 생애 영화로 저장~  "
"173","관람객저는 어려서 영화를 깊이있게 이해하지는 못했지만 중년여성이 사랑을 겪으며 느끼는 감정을 너무 섬세하게 담아냈어요. 아주 좋은 영화입니다.  "
"174","일생에 힌 번 밖에 오지 않을 그 확실한 감정을 허투루 흩날려 보내지 않고 평생을 꼭꼭 간직해서 오롯이 지켜내다! 아름다운 여인, 프란체스카~~  "
"175","관람객가장여운이길었던영화..  "
"176","관람객30대에 봤던 감정과 40대 후반에 느낀감정은 완전 다른내용처럼 느껴졋다 완전  몰입했던 두시간이었다  "
"177","내가하면 로맨스 남이 하면 불륜이라지만 이들의 사랑은로맨스다  "
"178","관람객불륜영화가 아닌 애절한 작품이었다  "
"179","관람객사랑엔 책임이 따른다..라는 생각이 제일 먼저 드네요 ㅠㅠ 따라가지 못하고 현재에 남을수밖에 없었던 맘이 넘 아프네요 ㅠ좌회전 깜빡이가 계속 머릿속에 남네요 ㅠㅠ  "
"180","관람객아...20년전에 책으로 영화로보고 찡했었는데지금 다시보니 나잇대가 그래서그런지 완전공감되는..감동스런 영화네요^^  "
"181","관람객다시본 명화 가슴 짠하다  "
"182","관람객볼때마다 새로운 감동~~~ 최고  "
"183","관람객난 아직 예술을 못보나봐,,, 중간중간 아무리생각해도 불륜뮬,... 그래도 너무 영상미 연기 연출 다 좋았다 ....  "
"184","관람객나이들어 한번쯤 상상해봤을...그래서 이해되는 영화ㅠ  "
"185","운명적인 사랑, 그러나 어쩔 수 없는 현실적인 선택으로 인해 기억될 절절한 사랑  "
"186","관람객이 영화는 여자 나이 10대~60대까지 볼때 마다 느낌이 달라질 것 같아요.. 어린 딸의 입장, 성인이 된 딸의 입장, 본인의 입장, 남편의 입장, 등등 상당히 다른 관점으로 보게 될 것 같다는..관계와 필요 안에서 정작 본인은 점점 사라져 버리는  "
"187","관람객남편과 본 매디슨 카운티의 다리는 흥미로운 영화였다.40년을 함께해온 남편의 시선에서 영화를 다시보게 되었고,어느하나 나쁜 사람이 없이 그린 매디슨 카운티의 다리는 20년이 지나도 아름답게 그려진 영화라는 생각을 다시금 했다.  "
"188","세상에서 가장 아름다운 사랑 영화  "
"189","관람객좋은영화입니다 감사합니다  "
"190","관람객먹먹했어요.. 잘 봤습니다명품배우들의 섬세한 연기도 감동이예요  "
"191","관람객다시봐도 감정은 그대로인 명품 영화!!  "
"192","관람객대단한 명작이다. 영화를 보고난 여운이 온몸에 남는다.처음볼때보다 더 울었다. 배우들의 연기 연출은 그 섬세함이 단연 1등급이다.  "
"193","사랑이야기기 보다는  인생이야기로 바라보는것이  "
"194","관람객옛날 작품임에도 진부하지 않았고 사랑과 슬픔의 감정을 배우들이 잘 담아내어 몰입도가 높았다.  "
"195","관람객여운이 많이 남는다..  "
"196","관람객예전에도 한번본적 있었는데 이번에도 눈물나서 혼났네요~4일간의 사랑이 평생갈수있다니 놀랍네요 가족에대한 사랑도 새삼스레 다시한번 생각해보는 시간이었습니다~배우들의 감정연기도 너무 좋아서 몰입해서 보았네요^^여자들끼리 함께 보았는데 넘 즐거운시간  "
"197","관람객그나이가 되어서 다시보니 더  새롭다.  "
"198","주연배우 이름값만으로도 9점을 먹을 수 있는 영화.  "
"199","첫 사랑 그녀가 생각나는 영화..1999년 겨울...유순덕씨 지금 어디서 어떻게 지내나요?  "
"200","어쩌면 짧은 사랑이, 어쩌면 이루지 못한 사랑이 가장 강렬할지도 모른다.  "
"201","비처럼 내리는 눈물...  "
"202","애매함으로 둘러싸인 이 우주에서, 이런 확실한 감정은 단 한번만 오는 거요. 몇번을 다시 살더라도... 다시는 오지 않을 거요..  20대에 책으로 읽고 아무 감흥 없이 지났는데... 50대에 영화 , 책을 다시보니 눈물이  나고 가습이 짠하네요..  "
"203","일단 연기와 연출 분위기등 왜 명작인지 충분히 이해시키는 영화였음 오히려 따라갔으면 그사랑은 아름답지 못하고 오래 가지도 않았을테지..뭔가 그리워할수 있다는건 삶을 지탱해주는 버팀목이 될수도..  "
"204","아랫님 글 에서 처럼 문 손잡이를 잡았다 놓는 그 장면을 잊을 수가 없네요.. 그 장면을 몇 번이고 되 돌려 보며 펑펑 울었습니다..  "
"205","배우들의 표정들이 기억에 남는다 설득력있는 표현력  "
"206","가장 주목할점은 존슨부인이 결국 부부의 의리를 선택했다는 점이다  "
"207","총을 쏘건 키스를 하건 뭘해도 멋진 클린트 이스트우드 행님~  "
"208","이십대 초반에 책으로도 봤던 기억이.... 아련한 느낌이 아직도 기억나네요  "
"209","원작을 읽고 보면 더 좋을 겁니다. 영화는 또다른 매력~  "
"210","해피엔딩. 이게 해피엔딩이 아니라면..  "
"211","별 더 주고 싶다 열자 열자  "
"212","은은한 매력이  돋는 영화!  "
"213","너무 좋았다... 사랑을 해야 인생이 깊어지지.. 삶 ,가족,책임감 그리고 사랑에대해 생각해본다,  "
"214","진짜 슬픈 사랑이야기 나쁘게보면 불륜으로 보겠지만 ㅡ  "
"215","이런 영화를 만들어 주셔서 감사합니다.  "
"216","최고예요~ㅋㅋ  "
"217","좋았네요. 추잡해보일줄알았는데..  "
"218","세상에 많은 이가 공감하기 때문에 좋은 영화가 아닐까? 비록 역겨운 불륜이긴 하지만...  "
"219","once in a life time... 클린트  이스트우드 형님, 메릴 스트립 누님 사랑합니다.  "
"220","비내리는 사거리씬... 애간장이 녹더라... 암튼 울엄마도 여자일텐데.. 하는 생각이 들었지만. 막상내가 나중에 엄마의 숨겨진 일기를 본다면 감당하긴 힘들 것 같다..... 그럼에도 불구하고 메릴스트립에 나 자신을 대입하는 것은 가슴이 설렜다...  "
"221","클린트옹의 영화는 모두 인생의 필모그래피가 된다..동시대를 사는것이 감격스럽다  "
"222","휴...  "
"223","단한번 일생의 사랑하고 있던 기억을 되뇌이며 ㅅ  "
"224","영화 속 아름다움 하지만 현실은 미화 될 수 없다는 것 이것이 한국사회의 현실  "
"225","The Four Days - 그 가슴아프고 아름다운 사랑이야기. 배우들의 연기력은 정말 !  "
"226","감성과 이성사이 갈등  "
"227","메릴 스트립 누님은 언제던 실망시키지 않아  "
"228","전 5번 봤어요. 특히 마지막 비오는 씬 잊지못할껍니다  "
"229","메릴스트립 연기는 정말 쵝오다... 내 생에 최고의 영화 중 하나.  "
"230","Very good!  "
"231","메릴스트립의 연기는 최고였고, 역시 클린트이스트우드는 날 실망시키지 않았다  "
"232","기억속에서 찐하게 몇일가는 영화....  "
"233","아.. 정말이지 빗속의 사거리 장면은..  "
"234","비속에서 웃음을 짖고 그러나 쓸쓸히 돌아서는 장면 너무나 멋지군요.  "
"235","비속에서 서있는 로버트의 모습이....  "
"236","꽃을 받고 소녀처럼 웃던 프란체스카. 그런 시절이 있을 모든 어머니들.  "
"237","메릴스트립 최고의 연기가 만든 수작  "
"238","비에 흠뻑젖은 채 프란체스카를 향해 다가오다 멈춰 웃어주던 모습이 가슴 아리다  "
"239","비맞는 클린트이스트우드를 보고 펑펑 울었던 기억이난다  "
"240","가슴이 아려오는 여름날의 바람  "
"241","그들의 사랑이 이루어졌다면 그들의 삶이 행복해졌을까?  "
"242","엄마에 대해 그리고 중년의 사랑에 대해 생각해보게 했다.  "
"243","꼭~ 책으로 보세여!  "
"244","각본, 연기, 음악 모두 별다섯  "
"245","이 멜로영화에 반했고 클린트이스트우드에 반했고 메틸스트립 연기에 반했다  "
"246","메릴스트립의 연기가 가장 빛을 발한 영화  "
"247","..........뭐라 해야 할까.....  "
"248","두 사람이 연기를 어찌나 잘하는지 내용을 벗어나서 완전 심취  "
"249","스무살엔 약간 지루하고 과감하지 못했던 프란체스카가 답답했지만 서른여섯에 봤을땐 트럭안에서 문을 열지 못하는 프란체스카를 보며 눈물을 펑펑흘렸다. 메릴스트립 최고. 남주는 로버트 레드포드였으면 했는데...그건 여전히 그러네..  "
"250","남이 하면 불륜, 내가 하면 로맨스, 메릴스트립+10점  "
"251","차 문을 열지 못하게 붙잡은 내 안의 그것, 어느새  나만의 행복을 위해 살아갈 수 없게 만든 그것을 차라리 &#39;악(惡)&#39;이라고 부를 수 있다면  "
