"","reviews"
"36","모든 인물에게서 연민이 느껴지는 삶의 그 어떤 작은 가치가 큰 파장을 준다는 걸 상기시켜준 영화. 연출,각본, 음악,연기..하나도 놓치고 싶지않은 내 눈에 가슴에 담고 싶은 영화다!  "
"37","분노 감정의 소용돌이로 빨려들어가지만 사과와 용서로 서서히 빠져나온다  "
"38","이게 영화다! 개운하다!  "
"39","트랜스포머보면서 졸던 내가 졸지않은 유일한 영화 ?  "
"40","플로리다 프로젝트랑 이거 배우들의 연기도 압권이고 메세지도 좋은데 설정이 너무 과했다는 느낌. 엄마한테 욕하고 막장집안 컨셉 안잡았어도 배우들의 연기, 주제를 드러내는 표현력 모두 충분히 훌륭한 영화였는데 아쉽...  "
"41","이렇게나 잘만든 영화를 얼마만에보는지  "
"42","관람객시나리오, 캐릭터, 연기, 음악 뭐하나 버릴 것이 없다  "
"43","관람객극의 모든 인물이 살아있다. 분노하는 도중 유머가 있어서 웃음이 나는 것이 놀랍고 사람들은 계속 성장한다. 지독한 사건때문에 일어난 일이지만 아이러니하게도 희망을 볼 수 있었다. 보는 내내 예측불가했던 영화, 한번 더 볼 수 밖에 없을듯!  "
"44","나만의 남우조연상: 피터 딩클리지. 사다리 잡아 줄 때. ㅠㅠ  "
"45","뭐 딱보고 나서 그냥 10점  "
"46","사이다라고해서 봤는데 사이다는 아니고 너무 안쓰러웠지만 전 흡입력 좋고 연기는 더 좋고 그냥 평식이 8점이면 말다했죠  "
"47","완전한 선도 악도 없다. 피해자는 착하지 않았고 또다른 가해자가 되기도 하며 오로지 순간의 상황과 감정이 행위를 결정한다. 단면만 보고 낙인 찍는 행위가 얼마나 어리석은지에 대한 것, 또한 용서에 대한 것.  "
"48","1.&#34;상영관이 적어서 명작을 오늘 겨우 봤다&#34;       2.&#34;그런데 아직도 상영관을 안늘렸다고?&#34;       3.&#34;어떻게 된건가? 멀티플렉스 극장&#34;  "
"49","이런 게 진짜 영화! 각본 연기 연출 완벽하다. 살아있는 캐릭터의 교과서가 될 작품!  "
"50","관람객여운이 많이 남는 명작입니다  "
"51","분노. 득실을 따지지 않는 순수한 정의라면  "
"52","보는 내내 고통스럽고 참을 수 없을만큼 힘들지만 그것을 무마시킬 가치가 있다. 꼭 봐야한다고 생각한다.  "
"53","관람객분노와 용서에 대해 생각해봅니다  "
"54","관람객사람의 감정을 다 볼 수 있어서 좋았습니다.  "
"55","관람객오랜만에 몰입도있는 영화를 만난듯. 스토리와 배우 연기는 진짜 최고. 어느하나 빠지는 것이 없는 최고의 블랙 코미디  "
"56","가슴한켠을 울렸다 웃겼다 한다. 사람에 대한 영화  "
"57","관람객후반부 샘록웰의 캐리력 실화냐  "
"58","진정으로 용서는 신의 영역일 뿐인간은 그저 이해하려 하는게 최선의 노력  "
"59","관람객나쁘지 않았다, 연기 스토리 모두. 그런데 임팩트가 아주 있지는 않았다..  "
"60","Raped while dying 등장인물 모두에게 해당되는  "
"61","감정선을 하나하나 따라가다보면 ..그냥 우리가 인간이란걸 상기하게된다  "
"62","&#34;결정한 후에 가자&#34;가 아니라 &#34;가면서 결정하자&#34;는 행동주의자들의 정의.  "
"63","관람객분노는 분노를 야기한다니깐.. 샴페인을 머리에 때려박지않고 살포시 내려놓으며 그녀에게 잘해주라했다  "
"64","툼레이다,허리케인,로간 럭키 삼연타 잠들다 이거보고 깨어났다.  "
"65","관람객가슴이 서늘하다는 말로 밖에 이 영화를 설명할 방법이 없다  "
"66","관람객각본부터 연기까지 미친 영화. 쫄깃한 대사부터 모든 배우의 연기까지, 올해 최고의 영화!  "
"67","보고싶다 쓰레기 같은 한국영화 좀줄여라!  "
"68","아카데미는 셰이프오브워터 말고 이 영화가 받았어야 했다. 셰이프오브워터가 트럼프 시대를 비판하기 위해 하나의 판타지 세계를 만들었다면, 쓰리빌보드는 차별과 배제와 폭력이 왜 옳지 않은가를 현실의 자장 안에서, 우회하는 듯하다 끝내 응시하며 얘기한다.  "
"69","관람객엔딩 크레딧 올라갈 때 까지 앉아있었음. 유머러스한데 여운도 있음. 한 번은 더  봐야겠음  "
"70","작품상은 이게 받았어야 합니다.  "
"71","관람객OMG!! 예측 불가한 영화같으니라고ㅠㅠ 보는 내내 생각이 많아지는 최고의 영화! 소장각_!!  "
"72","관람객최근에 본 영화 중에 제일 몰입해서 봤다  "
"73","오랜만에 본 정말 수작중에 수작이다. 프란시스 맥도맨드 와 샘 록웰의 연기는 왜 아카데미 수상자인지 보여준다. 그리고 마지막 이 둘의 케미가 보여줄만할때.... 엔딩 크레딧. 스토리전개,주조연 등 모든 출연자의 연기까지 잊을수 없는 이 여운.  "
"74","신 마저도 버린 사람들이 지지고 볶다 결국스스로 구원받는 방법을 찾아내다.  "
"75","현실적이고 와닿는 각본과 연출, 연기 몰입도 음악까지 어느것 하나 부족함이 없었다.엔딩이 너무 쓸쓸하고 공허해서 더 완벽하게 느껴졌다  "
"76","밀드레드가 주인공인듯하나 다 보고나니 그들 모두가 주인공  "
"77","결말이 좀 허무하긴햇는데 그래도 꿀잼 ㅋㅋ  "
"78","상영관좀 늘려줘.... 재미없는 한국영화 밀어주지 말고 ㅠ  "
"79","상영관좀 늘려줘.... 재미없는 한국영화 밀어주지 말고 ㅠ  "
"80","관람객분노를 분노로 다스리는 사람들이 변해가는 모습이 묵직한 감동을 준다..배우들의 명품 연기..  "
"81","작품성뛰어난걸작을상영관수문제로놓쳐야하는현실이안타까울뿐~ 레알부끄러워해야할문제  "
"82","관람객훌륭한 각본, 더 훌륭한 연기  "
"83","관람객영화의수준이라는건~바로이런영화를두고하는말이겠죠~~  "
"84","관람객장르조차 모르는 상태에서 본것은 정말 신의 한수였다.  "
"85","경찰서장이 남기고 간 편지들을 끝나고 다시 찾아보고 싶었다. 강추.  "
"86","듣보영화라 무시했는데 평점이 페이지수를 한참넘겨도 좋길래 봤어요 현실적이고 되게 재밌엇어요 마냥 코미디는 아니예요  "
"87","블루재스민에서 인상적인 연기를 보여주었고 먼저 개봉한 셰이프오브워터에서 출충한 연기를 보여준 샐리 호킨스가 아카데미 여우주연상을 받지 못했을 때 도대체 프랜시스 맥도먼드가 얼마나 연기를 잘했길래라는 생각이 들었는데 영화를 보고나서 수긍할수 밖에 없었다  "
"88","연기와 연출은 좋았으나  엄마의 엉뚱한 상대에 대한 과도한 폭력적인 복수는 옥의 티라고 썼는데 내 평점을 자꾸 네이버가 지우는 느낌이 든다.  "
"89","관람객좋은영화입니다시나리오가 특히좋아요마지막도  너무좋구요  "
"90","음 뭐랄까.... 그냥 난... 모르겠다....  "
"91","내 비난이 향하고 싶은곳을 잃어졌다  "
"92","클리셰에 기대지 않고 본성과 아이러니를 생생하게 담아냈다  "
"93","&#34;분노는 또다른 분노를 낳는다&#34; 연출과 각본도 훌륭하고 배우들의 명연기만으로도 볼만한영화.. 개인적으로 아카데미 여우주연상의 프란시스 맥도랜드 보다 남우 조연상의 샘 록웰의 연기가 더 인상깊었다..  "
"94","분노는 분노를 낳는다! 원수를 사랑하라! 희망 보단 노력!로스트 인 더스트, 윈드리버 장르,이영화가 좋다면 그랜토리노 추천! 아카데미작품상은 셰이프 오브 워터가 아니고 쓰리빌보드였어야 함.  "
"95","분노는 더 큰 분노를 야기한다  "
"96","프랜시스 맥도먼드의 표정연기는 정말 일품이네요. 표정 변화를 억제해서 오히려 내면을 설득력있게 표현하는....  샘 록웰의 어벙이 연기도 무척 인상적이었습니다.  "
"97","인물들의 선과악이 불분명하고 언제 어떻게 터질지에 대한 긴장감을 영화 끝까지 놓을수 없었다.  "
"98","관람객오! 딕슨! 딕슨! 딕슨! 앤 웰비!!!!  "
"99","관람객좋은 스토리와 오바하지 않는 연기에 대한 갈증을 해소해준 영화  "
"100","관람객감정이입이 되서 짠했네요.~좋았습니다  "
"101","올해본 영화중 모든게 완벽한 영화  "
"102","진짜 좋은 영화에요. 비슷한 주제의 쓰레기 영화들 보고나서 화만 나던 기억때문에 안보려고하다가 추천받고 봤는데 진짜 좋은내용이였어요  "
"103","관람객음....생각이 많아지고 여운이 남네요  "
"104","대박영화! 정말 올해의 영화!  "
"105","관람객상영관이 너무 적다는게 아쉬운 정말 좋은 영화!  "
"106","관람객영화 시간 늦어서 못봄 500포인트라도 받으려고 씀  "
"107","프란시스 맥도맨드.. 우디 해럴슨.. 샘 록웰 3배우의 연기력이 다 말해주는 영화..  "
"108","관람객버드맨에 이어 인생영화 두번째.  "
"109","진심 짱입니다... 너무 감명깊게 봤습니다  "
"110","캐릭터가 이렇게 입체적이라니... 각자의 갈등요소에 온전히 이입하게 만드는 설정부터 연기까지 완벽해요, 영화를 봐야하는 이유를 입증해주는 영화입니다.  "
"111","스토리는 약간 느슨한 감이 있지만, 배우들의 명연기가 모두 덮어준다  "
"112","누구는 지독한 블랙 코미디를 보았고 누구는 인간사이의 관계에 대해 다시 생각하게 되었으며 누구는 증오와 용서를 보았습니다. 한 영화를 보았지만 각자 다른 느낌을 받은 영화, 하지만 그것이 매끄럽게 연결되어 전혀 어색하지 않아요. 만신전에 든 영화입니다  "
"113","관람객웰메이드란 이런것. 뭐하나 빠지는거 없이 완벽한 영화. 인생영화 또 한번 나왔다!  "
"114","연대할 때 분노는 사그라든다  "
"115","용서와 화해 ....복수와 응징 .... 과연 ??  "
"116","이 영화야말로 모든 형태의 사랑을 보여주는 진정한 사랑 영화. 밀드레드로 시작해서 윌러비, 딕슨, 그리고 소외받았던 모든이들까지 모든 이들의 감정에 이입하고 감동받게 만들어준 감독에게 감사합니다ㅠ  "
"117","관람객탄탄한 구성이 돋보이는 영화입니다.  "
"118","영화는 예측과 달리 흘러가지만 마지막 장면을 보며 모든 것이 해결된다  "
"119","영화에 희극의 대사가 많이 인용되는것처럼 한편의 희극같은 영화. 과장된 케릭터들은 어디로 튈지 종잡을수 없고 미국사회를 풍자한다  "
"120","아! 인간이여. 그 불쌍하고 아름답고 추악하고 그리고 숭고한 존재여.  "
"121","몰입감있고 뛰어나네 와  "
"122","관람객프란시스 맥도맨드가 내뱉는 저음이 그 어떤 분노보다 강렬하게 러닝타임을 집어삼키고, 이런 영화를 극장에서 볼 수 있어 그저 감사할 뿐  "
"123","딕슨... 왠지 계속 기억에 남는 사람  "
"124","마지막 대사 “잘 모르겠어”가 주는 의미  "
"125","장르가 코미디가 맞는지 모르겠네요.미국식 유머인지는 모르겠으나, 웃음도 낫다가 무섭다가 감동적이었다가 여러감정을 느끼게 하는 영화입니다가족애,복수,용서,스릴러, 깨우침,이웃사촌,환생 까지 뭔가 다양한걸 함축해 놓은듯한 느낌이에요.!!  "
"126","엄청 울었어요....  "
"127","관람객정말 잘 만든 영화, 감독과 배우들의연기 모두 , 우리나라에도 이런 영화가 나왔으면 좋겠다  "
"128","루즈한 분위기를 극복하는 명품 연기와 명품 연출.  "
"129","관람객영화가 선사할 수 있는 스토리텔링의 끝  "
"130","관람객오랜만에 N차 찍기 좋은 영화 발견. 숨겨진 의미를 발견하는 재미가 쏠쏠하다.  "
"131","관람객프랜시스 맥도먼드를 캐스팅해주셔서 감사합니다.  "
"132","관람객재미있었습니다. 같이간 친구도 최고였다고 하네요.  "
"133","관람객사건과 사건 사이의  느슨한 연결고리가 아쉬웠지만  좋았습니다,  "
"134","관람객프랜시스 맥도먼드 다시한번 그녀의 연기 크으 bb  연기는 물론 스토리 연출까지 넘나 완벽  "
"135","관람객배우들의 탄탄한 연기며 예측불가능한 전개 간만에 만난 돈안아까운 영화. 밀드레드 와 딕슨 같은 매력적인 캐릭터가 이끄는 핵사이다 복수극.  "
"136","관람객분노는 더 큰 분노를 야기할뿐. 긴장감이 지속되는 도중에 유머가 감칠맛을 더해주는 실화같은 영화  "
"137","관람객점점 밀드레드를 나도모르게 따라가게 된다 진짜 잘 만든 영화임  "
"138","연기 연출 스토리 뭐 하나 구멍이 없네  "
"139","정말 좋은 영화 ^^이런영화가 끝나고 난 뒤 생각이 많아지는 영화임  한국에서는 나올수가 없는 영화이긴 함 ...ㅠㅠ  "
"140","처음에 이사람편을 들고 보려고 하면은 다른 안좋은점이 있고 인간은 감정의 동물이라는것이 분노라는 감정에서 이 영화에서는 보여주는 것 같다.다소 과격한 부분이 있다는 것은 분노를 표현하기 위해서 어쩔수 부분인 것같다.  "
"141","관람객이런느낌은 또 처음이네요...  "
"142","숙고와 성찰, 연대 이런 것들은 너무 순수하고 이상론이다. 하지만 이 영화에서 가 닿은 그것들은 연약하지 않으며 구체적이다. 그렇다 가기도 가야하고 생각도 해야 한다.  "
"143","관람객생생하게 살아있는 캐릭터들. 특급 블랙 코메디  "
"144","이래도 스크린쿼터제입니까?  "
"145","내가 내민 복수의 칼은 내 앞에서 기다리고 있다가 뒤에서 나를 찌른다  "
"146","관람객예측 불가능한 전개 숨겨진 의미를 발견하는 재미가 장난아님! 이 영화는 꼭 다시보고 싶다 ㅠㅠ  "
"147","관람객연기 미쳤다! 각본 미쳤다! 올해 본 영화 중 최고다!!!!  "
"148","관람객영화를 되새길수록 각본과 연출에 대해 감격하게 됩니다 10점이 아깝지 않은 영화  "
"149","대사가 디테일하다. 그런데 그걸 연기로 완벽하게 소화하고.  "
"150","최고였습니다. 많은 생각을 하게 하는 좋은 영화네요. 이런 영화를 볼 수 있어 참 감사합니다!  "
"151","관람객보는 내내 웃어야할지 울어야할지를 모르겠는 예측불가한 영화! 벌써 올해 최고의 영화를 찾았다  "
"152","괜찮아 우린 가는 도중에 생각할수있어.  "
"153","관람객잘만들고 많은생각을하게만드는 영화  "
"154","관람객현실적이다...캐릭터마다 실감남  "
"155","반전의 반전... 그렇지만 기대를 뛰어넘는 전개는 없었다... 평점이 다소 높은듯  "
"156","근래 본 영화 중 최고였다  "
"157","관람객와 진짜 요 근래에 본 영화중 최고에요 모든 캐릭터에 이입되고 엔딩이 돼서야 정신차렸네요  "
"158","진짜 아쉬운건.. 한국영화는 왜 이런 영화가 잘 없다는 생각이 들지ㅜㅜ 그냥 예산 문제가 아닌듯ㅎ.. 저예산 영화지만 많이 기억에 남는 영화임..  "
"159","관람객훌륭합니다. 영화는 이렇게 만들 수 있군요  "
"160","분노와 증오로 시작되어 용서로 향해가는 묵직한 여정  "
"161","관람객요근래 본 것 중 최고의 영화! 인생좀 살아본 분이 만드신듯하다. 또 보고싶다  "
"162","관람객캐릭터들의 감정이 고스란히 느껴졌던 영화! 독기오른 엄마의 분노가 조용하지만 강렬하게 와닿았다!  "
"163","관람객배우들 연기도 연기고 예측 뛰어넘는 전개 짱 ㅋㅋ 어디로 튈줄 모르는 각본으로 2시간 내내 몰입하면서 봤다  "
"164","쉬운 길을 두고도 어려운 길을 선택하는 연출에 감탄.  "
"165","경찰서 불지르는 장면최고묵직하다  "
"166","진짜 지금 만나려가는 영화  "
"167","관람객각본과 연기력 모두 완벽하다! 이런 영화가 상영관을 독점해야 하는데ㅠㅠ  "
"168","관람객보는 내내 한시도 눈을 뗄 수 없었던 스토리 전개였다..!!! 미친 연기력까지 최고였음 ㅠㅠ 보고나자마자 다시 보고 싶은 영화!  "
"169","관람객영화 중반부터 몰입도 쩐다..영화가 끝나가면서 아 이건 다시 봐야겠다는 생각이 들었음..ㄷㄷ 연기 미쳤다 진짜..  "
"170","관람객스토리 구성과 배우들의 연기력이 선사하는 압도적 몰입감! 사이다 복수에 익숙해진 우리들이 꼭 봐야하는 영화!  "
"171","관람객자칫 무거울 수 있는 다양한 사회적 문제 안에서 코믹적인 대사로 풀어내는 각본과 배우들 하나하나의 연기가 너무 인상적이었음! 처음부터 끝까지 몰입하며 너무 좋았던 작품  "
"172","관람객영화 보면서도 예측불가 와 내용 너무 좋네여 엄마역할 한 배우 연기 빠져드네여ㅜㅜ  "
"173","상처를 주고받은 이들이 연대가 되기까지. 예측불능의 비전형적 캐릭터. 이 세계에 착 달라붙은듯한 배우들의 몰입력있는 연기.  "
"174","관람객어려운 영화입니다ㅣ....쉽지않아요 독특하고 연기가 좋아요ㅕ  "
"175","깊이 있는 용서와 가식을 뺀 속죄.  "
"176","인생영화. 만들어주셔서 감사합니다. 보면서 소름이 한 20번은 끼쳤다. 인간의 거의 모든 감정을 너무 완벽하게 담아냄  "
"177","몰입하면서 본 오랜만의 영화입니다!  "
"178","후련하다.. 대단하다.. 존경스럽다..  "
"179","말이필요없는 최고의영화..  "
"180","진짜좋았음 간만에 제대로된 영화.  "
"181","굉장히 밀도 있는 이야기, 좋은 연기, 매력있는 캐릭터 뭐 하나 빠지는게 없는 영화.  "
"182","예고편은 &#39;분노를 감추지 마라&#39;이지만 끝나고 나올때는 다른생각을 갖게 하는 영화. 스포일러라 더이상 자세한 설명은 패스 한다.  "
"183","관람객스토리 전개부터 배우들 연기까지 완벽한 영화  "
"184","이것이 영화다. 뜻깊은 영화  "
"185","영화같은 문제 해결이 없고현실에 답답함과 무기력함이 안개처럼 깔려있다.단체를 위해 만들어진 사회의 규칙들 속에서 살아가는개인들을 그렸다.모순으로 가득찬 개인들의 분노와  폭력들은 엉뚱하고 어리석지만 슬프게도 그들이 낯설지 않다  "
"186","몰입감있게 잘봤네요~  "
"187","캐릭터에 대한 섣부른? 오해가 많다면 분명 재미있을 것이다 영화마지막에 아이다호 이야기에 리버피닉스가 보고싶어졌다 ㅎ  "
"188","관람객여우주연상은 괜히 타신게 아니였다..!  "
"189","잘 짜여진 각본과 연기력 뛰어난 배우들의 연기의 결정체. 고요하지만 강한 인간본성에 대한 메시지가 있음  "
"190","분노는 분노를 낳는다는 주제를 짜임새있게 그리고  참 드라이하게 이끌어가네요...글구 전개방식이  무척 흥미롭습니다..볼만해요  "
"191","관람객코엔형제 스타일과 비슷한 느낌이드네요 매우 추천합니다  "
"192","분노보다 용서 희망보다 노력 이런 주제를 신선하고 흥미진진하게 보여주는 정말 꿀잼 영화  "
"193","숨돌릴 틈없이 몰아치는 몰입감. 선을 더 넘을 것 같았는데 예상과 달리 더 나쁘지 않게 나가는 걸 보면서 내가 너무 분노에 사로잡혀 있는 사람은 아닐까 생각해 본다. 난 너무 세상을 자극적으로 보고 있지 않은가 하는 반성을 해보았다.  "
"194","끝이 조금 아쉽지만 보는내내 지루하지않고 몰입해서 보았어요  정말 좋은영화인듯  "
"195","이런영화 또보기 힘들것 같다 ~ 넘 재밋음  "
"196","올해 최고 영화 레알 존잼  "
"197","관람객연기가 정말 훌륭했습니다.  "
"198","간만에 정말 괜찮은 영화였습니다. 상 휩쓸만 하더군요.   여운이.. 굉장하네요  "
"199","주조연할것 없이 선명한 캐릭터와 탄탄한 연출이 돋보인 영화. 이야기를 풀어가는 방식이 너무 신선했고 대사들도 인상적이었다. 개인적으로 손에 뽑을만한 명작!!  "
"200","올해 나의 최고의 영화..  "
"201","불확실한 미래 앞에서 택할 수 있는 것은 오로지 목적의식 하나뿐. 그 인생행로에서 누가 선인지 악인지 아무것도 예상할 수 없다. 상황에 맞추어 목표를 향해 나아갈 뿐.  "
"202","관람객이야기를 잘 풀어나가다가 왠지 중간에 끊어먹은 느낌이 아쉽다.  "
"203","관람객뒤로 갈수록 좀 느슨해지기는 하는데,,,, 우리나라에서도 흔히 볼 수 있는 꼴통경찰로 나오는 딕슨(극중이름)이 뭔 상을 못 받았다는 게 의아하다. 하다못해 조연상이라도 받았어야 할 정도로 탁월한 연기. 물론 여주인공의 연기도 대단하지만!  "
"204","분노는 더 큰 분노를 낳는다.  "
"205","관람객이런 서정적?인 흐릌의 영화를 개인적으로 좋아하는데 개봉관 수가 너무 적은 것 같아 안타깝습니다. 재밌게 봤습니다  "
"206","뭔가 잘보긴 했는데 내용을 이해 못하겠어요ㅠㅠ  "
"207","관람객영화의 전개가 이렇게 흘러갈수도 있구나 라는 생각을하게해준 영화입니다!너무너무 재밌습니다!  "
"208","관람객자연스러운 이야기 진행과 배우들의 연기가 돋보이는 영화  "
"209","관람객자연스러운 이야기 진행과 배우들의 연기가 돋보이는 영화  "
"210","모두가 죄책감의 사람들.  "
"211","샘 록웰의 찌질한 연기가 극에 달했다.  "
"212","오랜만에 영화보다가 감동받으면서 울다 웃다 했다.  "
"213","관람객재밌숩니다 액션은 크게 기대하지말길  "
"214","관람객정의롭게 분노한다는 것이 과연 가능한 일일까.  "
"215","관람객인물들의 심리묘사가 뛰어남, 수작  "
"216","관람객현실적이고 현실적인 영화  "
"217","나에게 특별한 감정을 가지게하는 영화다어른 영화!!  "
"218","답답함이 낮설지않은 피해자에 대한 냉대..  "
"219","관람객죽음을 잊지않고 가벼이 보지 않기 위한 필사적 노력  "
"220","관람객엄청난 각본과 놀라운 연기력  "
"221","관람객굿굿 포용이란 단어를 이토록 오래 생각해본 적이 없습니다.  "
"222","역시나 좋은 영화 , 푹 빠져서 봤네요.  "
"223","관람객쓰리 빌보드. 죽일지 말지 결정은 관객의 몫  "
"224","영화의 각본, 연출, 연기 모든게 다 잘빠짐올해 최고의 영화가 아닐까 싶음  "
"225","출발하기전에 이말은 꼭해야 겠어.  그날밤 불을 질러 지금 니 얼굴을 이렇게 만든 범인이 바로 나야.  그럼 그게 누구였다고 생개했겠어요.  출발이나 합시다.  (고통의 교감이 가능한 사람들 만이 할수 있는 쿨함이란?)  "
"226","관람객중간에 조금 루즈했지만 명연기 감상은 좋았어요!!  "
"227","상영관좀 늘려줘...  "
"228","연기,연출,스토리 모두 끝내주네요 bb 가까운 상영관찾기 이렇게 힘들줄이야...  "
"229","관람객마지막 감정선까지 최고  "
"230","음악, 영상, 카메라의 움직임의 완벽!!!  "
"231","관람객폭력이 만무하는 폭력의 연쇄  "
"232","관람객외않봐요 보세요 두번 보세요  "
"233","관람객불편하겠다 생각했는데 음악들과 명연기에 박수  "
"234","배우 하나하나가 주연이라 해도 좋을만큼 영화 자체가 끌고가는 힘이 대단한듯  "
"235","관람객개연성 탄탄한 시나리오, 재밌는지는 잘 모르겠다  "
"236","관람객배우들의 연기가 잘 드러나도록 화면을 구성하고 있다  "
"237","이야기를 탄탄하게 끌고가는 연출이 탁월하군  "
"238","엄마는 눈물을 흘리고 있을 시간조차 없다  "
"239","인물들의 역학관계 속 윌러비 서장의 역할에 대해 다시 한번 생각해보게 된다.  "
"240","캐릭터나 상황에 대해 해석이 가능해질 즈음, 그 정의를 뒤엎는 반전이 연이어 계속된다 , 그것도 아주 독특하게.  "
"241","연기라기보단 그냥 밀드레드와 샘록웰 사는걸 찍어놧네;  "
"242","관람객어긋나는 범인 어긋나는 복수 결국 만나는 인간  "
"243","뛰어난 각본과 연기의 결정체. 결국은 이야기가 재밌어야지~!  "
"244","시간 가는줄 모르고 봄..근데 뭔가 더 있겠지 했는데 끝나버림.시원한 복수를 원했는데 어딘가 모르게 찝찝  "
"245","중반부가 살짝 지루하기는 한데, 전체적으로 잼나게 봤다. 양아치경찰로 나온 샘록웰의 연기가 엄청남.  "
"246","아니 너무 보고싶은데 부산에선 상영하는곳이 너무 적네요 다른영화는 상영해준데 너무하네요....  "
"247","&#39;웃프다&#39;라는 표현이 가장 적절할 듯.  "
"248","샘록웰의 흡입력 있는 연기.. 영화가 끝나고 나서도 계속 생각난다  "
"249","관람객어디로 튈지 예상할 수 없었던 오래 최고의 영화. 유쾌함까지 잡았다.  "
