"","reviews"
"25","관람객초등학교3학년 아들, 1학년 딸과 함께 봤어요. 아들이 너무 집중해서 보더라구요. 웃음과 감동이 있는 드라마....요즘 보기드문 영화네요. 교육, 흥미 모두 다 잡은 영화라고 생각해요. 좋은 영화를 선택해서 뿌듯한 하루였습니다!  "
"26","누구나 한번쯤은 박수받을 자격이 있다.  "
"27","극장에서 이런명작을 4명밖에안본다는게 정말 아쉽다  "
"28","정말 너무 좋고 재미있고 행복하게 만드는 영화에요 강추! 갠소하고 싶을정도에요!  "
"29","올해 최고에 힐링 영화입니다. 어기 넌 최고였어 ㅜㅜ  "
"30","좋은 영화를 보면 기분이 좋아져요.온세상이 아름다워보이고 집에 오는 길이 설레여요ㅋㅋ 간만에 영화보고 이런 기분으로 집에왔네요. 좋은 영화였습니다.  "
"31","이 영화가 끝나는게 너무 싫었다. 10시간동안 보고싶었다.  "
"32","내가 생각하기에 올해 본 최고의 very awesome한 영화  "
"33","관람객마음이 따뜻해지는 영화  "
"34","관람객어기가 세상을 향해 나아가는 따스한 이야기. 어기뿐 아니라 잭, 비아, 미란다 등의 이야기도 다뤄서 청소년들의 속마음도 따스한 시선으로 바라봐줘서 좋았다.  "
"35","관람객아이들과 함께보기 너무 좋은 영화였어요.따뜻하고 감동적이네요..꼭 보세요~~^^  "
"36","2017년 영화중 개인적으로 최고의 영화였습니다.문화의날로 5000원주고 봤는데 11000원 주고 봐도 아깝지 않은 영화였습니다.  "
"37","연말에 가족끼리 보기에 진짜 이만한 영화 없습니다ㅠㅠ 꼭 휴지 들고 가세요!!  "
"38","관람객따뜻하고 각자의 입장을 조명한점이 좋았다  "
"39","조조 봤는데 주인공뿐만이 아니라 여러아이들의 시점에서 이야기를 풀어낸것도 좋았고감동적이었음..  보는내내 왈칵울었네요  "
"40","너무 맑고 깨끗한 영화예요. 따뜻하지 않은 곳이 한구석도 없을 만큼요. 정말 기적같은 영화입니다. 추천해요.  "
"41","관람객개봉전 상상마당에서 선관람  "
"42","잔잔하지만 한시도 눈을 뗄 수 없었고 감동적이지만 식상하지 않았다.  "
"43","기대한만큼 재밌어요~~~  "
"44","관람객모두다 울고 모두가 기뻐했다  "
"45","이건 꼭 봐야하는 영화입니다!!!! 개인소장할거에요 어기 생각하면서희망찬 20OOO을 보내야겠어요ㅠ.ㅠ 어기 넌 굉장히 근사한 사람이야!!!  "
"46","넘 감동적인 영화입니다  ^^  "
"47","네이버 영화평점에 처음 써요진짜 꼭 보세요ㅎㅎㅎ  "
"48","관람객두 번을 봐도 감동적인 영화!  "
"49","소수자에 대한 편견부터 유년기, 청소년기에 누구나 한번쯤  겪을 만한 문제까지 따뜻한 시선으로 풀어낸 힐링 영화.  "
"50","여러가지 아름다운 시선들  "
"51","진짜 따듯하고 감동적인 영화. 서로의 감정선이 잘 녹아있다고 생각한다.  "
"52","관람객쥴리아 로버츠, 역시 대가 면모가... 연기 정말 잘한다.  "
"53","이 영화는 안본사람이 없었으면한다 그만큼 감동적이고 안보면후회할 영화이다  "
"54","어쩌면 뻔한 스토리 일지도 모르지만 감동적인 영화. 영화가 끝나면 많지는 않지만 생각하게 되는 영화가 좋더라고요 적극 추천하는 영화입니다!!  "
"55","커플들 사이에서 혼자 질질 짜며 봤지만 그래도 좋았던 영화. 너무 예쁜 영화다.  "
"56","관람객작품성을 떠나서 아이들 눈에 눈물이 그렁그렁  "
"57","너무 착한게 이상하게 느껴지는 우리 교육 현실이 비정상  "
"58","억지로 감동을 주는 영화가 아니다. 보는 내내 기분이 좋은 영화였습니다.  사람들간의 관계에서의 부딪힘은 당연히 있다. 어떻게 대화를 하며 풀고 관계를 살아가는 것... 지루할 틈이 없었던 행복한 영화였습니다.  "
"59","완벽한 영화라고 보는데 기자들 신기하네. 이런 영화 많이 나왔으면 좋겠다. 어떤 모습일지라도 자신다움을 지키는데 있어 스스로도 중요하고 가족 구성원들이 얼마나 중요한지 보여줘서 기분좋게 본 영화  "
"60","관람객볼만한 영화 감동이 있는  "
"61","대화 사이 사이에 숨겨진 삶의 의미들과 감동들. 나는 마음이 이끄는 길을 가야겠다. 내가 믿는다면, 기적은 있다.  "
"62","감히 이 영화를 내가 평가해도 되는건가 싶다.  "
"63","관람객정말 너무 좋습니다 위로되는 말들이 저를 힘나게 했어요  "
"64","꼭 애들 보여주세요 훌륭한 영화  "
"65","너무 행복한 영화에요 가족들이 보기 좋습니다 다들 행복하세요 :)  "
"66","인생영화네요 진심 ...  "
"67","인생영화다 진짜 꼭봐라  "
"68","오랜만에 평점 남기네요. 어린아이들의 시선을 따라가며 보고 듣고 느끼는 부분들이 크게 다가왔고, 마음이 녹았습니다. 마지막 엔딩 컷에서 조명이 카메라를 비춰주는 장면이 너무 아름다웠어요.. 우리는 모두 박수받을 자격이 있다. 존재자체가 기적입니다.  "
"69","희망차고 감동적이어서 보는동안 눈물이 많이 났어요. 각자의 시선과 생각이 담긴 부분이 나오니 더 재미있고 진짜 ㅠㅠㅠㅠ꼭보세요 제발!!  "
"70","감동과 희망을 준다 ㅠ  부모로서의 역할이 대단하다.존경한다.  "
"71","얼굴기형의 소년어기와 그 가족이 놀라운 강도을 선물해주네요~  "
"72","태어나 처음으로 평점남기게 만든 영화 말이 필요없는 인생 최고의 영화  "
"73","관람객나의 사정만 생각하지 말고 남의 사정도 생각하며 살아야지  "
"74","부모의 역할이 얼마나 중요한지 알려주는 영화.&#34;잭윌 같은 아이를 키우고싶다&#34;라기 보다 어기의 부모같은 엄마,아빠가 되고싶다.  "
"75","보는 내내 벅차기도 하고 자연스레 미소짓고 자연스레 눈물났던 영화  "
"76","부모라면 꼭 봐야할, 그리고 그들의 교육환경과 교육철학이 참 부러운 참말로 좋은영화..  "
"77","모든 부분이 말 그대로 &#39;인생 최고&#39;의 영화입니다. 이렇게 소중한 배움의 시간을 주신 감독님께 진심으로 감사합니다. 세상 모든 사람에게 추천해야 할 영화  "
"78","관람객추천합니다! 볼 가치가 있는 영화에요~  "
"79","관람객정말정말 마음이 사르르 녹는기분  "
"80","연말에 보기 좋은 따뜻한 영화입니다. 어기가 너무 귀엽고 사랑스럽고 대견해요!!  "
"81","고3 수험생활하면서 많이 힘들었기 때문인지는 몰라도 너무 힐링되는 영화였어요. 이런 영화의 상영관이 별로 없다는 사실이 참.. 정말 5분 간격으로 공감돼서, 감동받아서 울컥하고 울었습니다.. 올해 최고의 영화  "
"82","꼭 보세요 너무 좋은 영화예요  "
"83","이런엄마가되고싶고, 이런자식으로 교육하고싶고, 이런가정을이루고살고싶다. 강력추천해요.  "
"84","차별과 편견, 반드시 극복해야 할..  "
"85","꼭 보셔야하는영화 진짜 대박인 영화  "
"86","관람객사랑스럽다 사랑스럽다 사랑스럽다  "
"87","러닝타임이 순식간에 지나갔습니다. 너무 감동적이고 재밌고 귀엽고 최고에요 ! 사람들이 이 영화 많이많이 봤으면 좋겠습니다 ! 현대사회에 살아가는 우리에게 하는 이야기 같아요...  "
"88","편견없이 서로를 대하는 세상을 위한 가족 영화 희망과 자유와 평화와 행복이 있는 영화 아주 멋진 영화 추천합니다  "
"89","힐링영화  다시한번 주의사람들을 소중하게 생각하게 되는 그런 영화  "
"90","따뜻하고 뭉클한 그 이상의 영화, 자연스럽게 흐르는 눈물.  "
"91","주인공은 어기지만  어기를 둘러싼 모든 사람들이 영화가 말하고자 하는 핵심을 얘기해주었다  옳음과 친절함중 선택하라면 친절함 친절한 사람이 되야겠다  "
"92","&#34;옳은것 과 친절함 중 하나를 선택 할 경우 친절함을 선택하라&#34;  "
"93","만원주고 다운받아봤습니다. 정말 돈이 아깝지 않네요...무작정 감동팔이가 아니라 한명한명의 심정들이 잘 나타난것 같아요. 위대함은 다른게아니라 싸울 용기를 주는것...많이 울었습니다.꼭보세요!  "
"94","평점때문에 로그인 했다. 이 영화는 최고다.  "
"95","어기뿐만아니라 잭윌,비아,미란다 각각의 개인적인 시점에서 보여준게 좋았어요:)  "
"96"," 완전감동적이에요별기대없이봤는데넘나취저  "
"97","삶이 힘들고 지칠때 필요한 영화  "
"98","잭윌 같은 아들 낳고싶어요  "
"99","네이버 평점 처음 써봅니다!! 상영관이 많이 없어 보기 힘들었는데 최고의 영화입니다. 눈에선 눈물이 입가엔 미소가.. 꼭 보세요!  "
"100","영화 시간이 길었으면 좋겠다 할정도로 나에게 재미있었던 영화 교훈도 많이주고 웃겨요 잔잔하지만 내 기준으로 스펙타클했어요 저랑 같은 취향은 많이 없겠지만 그래도 취향이 달라도 아마 이 영화는 당신의 마음를 자극 할것이 분명해요  "
"101","가슴이 따뜻해지는 영화  "
"102","평범하지 않은 아이의 세상마주하기. 이렇게 키우고 싶네요. 엄마에게도 아이에게도 가족 모두에게도 세상의 모든이들에게도 평범한 일상이되도록~^^  "
"103","관람객아이와 같이 보면 더 좋은 영화  "
"104","you re my wonder  "
"105","관람객정말 건전하고 가슴따듯한 영화에요 저는 보는내내 감동의 눈물이 계속 흘럿내요 ... 순수하고 깊은 감동을주어 마음이 힐링된영화였답니다^.^ 꼭 보세요  "
"106","관람객사랑스럽다  인생영화가 될 것이다  "
"107","새로운 인생영화가 또 하나 생겼네요. 감동적이면서도 많은 것을 생각하게 해주는 영화네요.  "
"108","힘든삶을 사는 대한민국의 모든 가족들께 바치는 영화...줄리아 로버츠 연기력  짱짱하다...  "
"109","이런게 영화지... 정말 꼭 보세요  "
"110","미국인 부모의 교육법은 대화하고 아이를 이해시키는 것이라는 걸 다시 한번 깨닫게 했네요. 그리고 모든 스토리에는 양면이 있다는 것 또한 중요한 전달 메세지 였던 것 같습니다. 감동적이고 귀엽고 가슴 따뜻해지는 영화에요!  "
"111","관람객전체적인 완성도, 그리고 여전한 시혜적 - 극적인 접근의 아쉬움을 뒤로 하고 보면서 미소를 띄우지 않을 수 없었다. 사랑할 수 밖에 없는 어기.  "
"112","관람객정말 감동적인 영화였어요 가족끼리 보기 좋은 영화인 것 같아요~ 진정한 아름다움이 무엇인지... 이 세상에서 진정한 용기와 친구의 조건이 무엇인지... 잔잔히 교훈을 주는 영화였는 것 같아요  "
"113","아쉬운건 적은  개봉관 수뿐.. 100점짜리 인생 영화하나 추가요  "
"114","2017년 마지막 보는 영화가 이 영화여서 행복하다  "
"115","진짜 미쳤어요...영화 시작한지 20분정도부터 울음터져서 끝까지 울었어요진짜 너무 완벽한 영화같아요!진짜 꼭 보세요 후회 안해요  "
"116","최고의 영화네요.. 보는내내 감동이었습니다.  "
"117","평생동안 소장하고싶은 그런 영화.  "
"118","10점짜리 영화였습니다. 유료결제하고 봤는데 돈이 전혀 아깝지 않았던, 많은 메시지를 안겨줬던 영화였습니다. 큰 감동을 받았네요. 적극 추천해드립니다.  "
"119","하.. 그냥 눈물이 났다. 감사합니다. 아직도 제가 착한가봅니다. 착하게살고 친절할래요. 속물에 찌들어서 사는 평범한 성인이아니라. 어기처럼 또다시 일어나고 일어날래요! 많은 생각이들고 그동안 내가 많이 어렸구나 라고 느끼게 해줬어요 그냥 눈물이 나요  "
"120","중반까진 참 좋아 순간 순간 모든게 맘에 담겼는데, 그 후부터는 끝까지 너무나 전형적이라 좋았던 만큼 좀 아쉽네요.  "
"121","우리가 어떻게 살아야 하는지 보여주는 영화.  "
"122","내가 사랑하는 사람들에게 꼭 보여주고 싶은 인생 영화♥♥  "
"123","이런 영화가 흥행해야 세상이 따뜻해집니다  "
"124","사랑스러운 썸머 잭윌 비아  "
"125","남들과 다르다는 것이 특별하고 아름다운것임을 일깨워준 아주 훌륭한 영화를 본것같습니다 감독님께 진심으로 감사드립니다.  "
"126","인간을 둘러싼 희노애락, 생로병사를 무척이나 자연스럽고도 담담하게 잘 담아 냈다. 이런 소소한 감동 좋다..  "
"127","현실을 그려냈지만 믿기어려운 , 하지만 이런 세상이 오길.  "
"128","친절함은 우리 모두가 갖추어 살아가야한다  "
"129","세상을 보는눈을 아직 바꾸지 못하고 있습니다.. 이 영화를 보고 제 자신을 다시 한번 반성합니다..  "
"130","모두를 응원하지만 미란다 제일 응원해주고싶다..  "
"131","영화관에서 보지 못한게 후회되네요 그래도 유료결제하고 봤어요 신과함께 볼 시간에 원더 볼껄.ㅜㅜ  "
"132","아이를 키우는 부모들의 교과서  "
"133","어기의 말 한마디,한마디가 정말 주옥같았고 그런 어기에게 다가오는 친구들도 빛나보였다 나도 잭이나 썸머처럼 될수있을까  "
"134","썸머 같은 딸 잭윌 같은 아이로 키우고 싶네요세상에 편견없이 내면을 들여다보는 아이로  "
"135","진짜.. 난 영화 평점을 안난긴다.. 하지만 이영화는 꼭 남기고 싶더라... 보면서 나도 모르게 눈물이 나더라... 꼭 추천 한다..  "
"136","오직 바라보는 것이다... 어기야 정말 고맙다 한줄기 빛같은 나의 영화.. 힘든 모든이들에게 희망을  "
"137","차가운 사회에서 차갑게 살아가고 있는 나를 위로해 줘서 , 녹여줘서 고마워요  "
"138","영화를 보기 시작한 순간부터 끝날때까지 눈물을 숨기느라 힘들었습니다. 영화에게 배움을 받는건 처음입니다 제 인생 최고의영화중 하나가 되었습니다.  "
"139","너무 대견하네요.. 어기도 대단하지만 어머니가 더 대단하십니다... 잘 봤습니다!! 영화를 잘 만들어주셔서 감사해요~  "
"140","좋은 대사들이 너무 많고 좋은 이야기 입니다 굿굿  "
"141","이 영화를 보고 내자신을 다시 돌아보는 계기가 됐다.  "
"142","옳음과 친절함, 둘 중하나를 골라야 할 때는 친절함을 골라라..  "
"143","관람객오랜만에 감동적인 영화를 봤네요지인이 추천해서 봤는데...모든 배우들이 연기를 너무 잘해요보고 나오는데 다들 코끝과 눈들이 붉네요.정말 좋은 시간이었습니다.  "
"144","관람객너무 가까이에 있어서 알지 못해던 지구의 아름다움  "
"145","관람객사는곳 주변에 특수학교 짓는다고 반대 시위 하는분들 모아 놓고 상영하면 좋겠다. 초중고에서 애들한테 보여주면 토론할 주제가 많을거 같다.  "
"146","관람객마지막 박수 치는 장면에 나도 같이 박수 칠 뻔.  "
"147","꼭 보세요^ ^ 상처가 많은 이라면 더더욱!  "
"148","어기만의 영화가 아닌 우리 모두의 영화  "
"149","관람객아직 1월이지만 올해 본 영화 중 최고... 모든 캐릭터들이 눈물겹고 사랑스럽다. 씬스틸러는 츄바카ㅋㅋㅋ  "
"150","내가 엄마가 됐음을 느끼게 하는 영화  "
"151","관람객꼭봐야할 영화에 추가합니다  "
"152","관람객모든사람은 특별하다.. 나의인생영화.  "
"153","Choose Kind ^^  "
"154","관람객가정교육, 학교교육 많은 부분을 생각하게 합니다.  "
"155","관람객감동 그자체 입니다.용기를 얻고 갑니다  "
"156","말이 필요없지 올해 최고의 영화였습니다  "
"157","제발 부탁이니까 상영관좀 늘려주세요 아니면 우리지역 영화산업 독점하는 메가박스한테 제발 상영하는 영화 갯수좀 늘려달라고 해주세요 진짜 못해먹겠네  "
"158","사람한테 상처받으면서도 기분 좋은 상상은 결국 우주복을 입고 하이파이브를 하는 것...마지막에는 자기 모습으로 모든 사람들에게 박수 받는 장면이 너무 좋았습니다 !  "
"159","관람객어기가 넘 귀엽고 사랑스러워요~담담하게 어기의 성장기를 그린 따뜻한 영화예요^^  "
"160","뻔하게 착해 빠졌지만 그만큼 보면 행복해지는 영화!ㅎㅎ 어기, 비아, 잭윌, 미란다 각자의 시선으로 보여준 편집이 좋았네요. 우주비행복 입은 모습으로 어기의 감정을 표현한 연출도 사랑스러웠구요~  "
"161","왜 평점 1위인지 알수있는 영화  "
"162","구성도 배우들의 연기도..뻔한줄거리이지만 뻔하지않게 잘 만든 영화였습니다~ 두번세번보고픈영화!  "
"163","적극 추천!! 사랑스러운 인물들의 사랑스런 이야기  "
"164","추운 겨울에 따뜻한 위로와 힘을 얻어가는 것 같아요♡젝윌♡♡♡  "
"165","&#34;얼굴을 바꿀수 없으니..우리의 시선을 바꿔야합니다.&#34; 감동적인 영화. 강추합니다.  "
"166","최고의 영화였습니다. 별 기대 안하고 보러갔다가 여러번 목이 메었고 나오고 나서는 삶에 대해 많은 생각이 드는 아름다운 영화였습니다.  "
"167","원작 보다는 아니지만 너무 감동적인 영화 원작과 영화 둘 다 적극 추천  "
"168","관람객가슴따뜻해지는 가족영화. 은근 생각할거리 많이 던져줌  "
"169","진짜 인생영화였어요. 나오는 캐릭터 모두 사랑스러웠고 인생의 목표가 생긴것같아요. 감사합니다.ㅜㅜㅜㅜ  "
"170","정말 사랑스러운 영화에요! 어기와 그 가족들, 친구들을 통해 내면을 사랑하는 법을 배울 수 있었네요♡  "
"171","왜 난 계속 울었지 ㅠㅠ 힐링영화  "
"172","관람객많은 사람들이 봤으면 하는 영화  "
"173","요새 왜이렇게 좋은 영화들이 많은지 모르겠습니다. 정말 따듯하고 기분좋게 설레서 울 수 있는 아름다운 영화였습니다.  "
"174","마음이 따듯해지는 가족 영화. 보면서 2번 눈물흘림. 시선을 달리해야 한다는 말이 계속 생각난다.  "
"175","영화관 가서 봤는데, 한번 더 보려구요.코러스, 빌리엘리어트 좋아하시는 분은 꼭 보세요~  "
"176","명작! 인턴이후로 손에 꼽힐만한 영화네요. 좀지루할줄 알앗는데 지루하긴 커녕 보다가 눈물흘렸네요 시간가는줄 모르고봣어요 두번보고싶은 영화입니다  "
"177","비록 1987 신과함께에 묻히긴 했지만 보세요저 왠만해선 예매율 낮은거 안봐서 이거 보기전에도 몇번 고민했거든요..근데 보고나면 생각이 완전히 바뀌는 영화에요..이런 제가 추천할정도면 그만큼 명작이라는 겁니다..저처럼 고민하시는분들께 추천입니다  "
"178","아이들 보여주고 싶어서 갔다가 내가 감동먹고 나왔어요  모두 좋은마음 가지고 사는 세상이 됐으면  "
"179","이렇게 재밌는걸 영화 시간대가 너무 부족 합니다!강추 합니다 진짜 재밌어요!감동과 인생 교훈을 얻을 수 있는 영화입니다!!!!  "
"180","어느 역할 하나 버릴 것이 없다.  등장인물 하나하나가 다 소중하다.  "
"181","그저 바라만 보면 된다는 어기의 모습에서 우리가 두려워 해야할 건 두려움 뿐이라던 주토피아의 주디가 보였다 깨끗하고 현명한 한 아이가 열 어른보다 낫다. 스스로가 왜 위대한지 모르기에 더욱이 위대한 어기.  "
"182","관람객잘봤어요..이런 장르가 잘못하면 엄청 지루할수도 있는데 지루할틈없이 진행되서 재미있게 봤어요. 제 자신을 돌아볼수있는 시간이 되었습니다  "
"183","정말 원더러스하다.. 영화의 감동이 아직 느껴진다..  "
"184","구성이 아름답고 착한 영화.  "
"185","미국에서 난리가 났다니 정말 궁금하다  "
"186","영화 초반 대부분의 장면에서 헬멧을 쓰고 나왔던 어기가 영화 후반부의 장면에선 항상 헬멧을 벗었던 모습에서 눈물이 흘렀다. 압권이다. 최고의 영화  "
"187","아이들이 너무나도 이뻤고..부모님의 사랑속에서 큰 아들이라면 어떤 고난과 역경도 헤쳐나갈수 있겠다는점을 많이 깨닫게 된 영화인것 같습니다.어린친구들의 순수한 감정이 정말 너무나 보기 좋았고..감동가득했어요.새해를 이영화와 함께 시작해서 너무 좋아요  "
"188","클리셰가 곳곳에 있었지만, 그래도 좋은 영화였다. 여러 사람들의 시점으로 챕터를 만든 게 참 멋졌다. 누구나 사연은 있는 것이지... 등장인물들이 다들 어찌나 사랑스러운지 이 평점을 쓰며 또 눈물이 난다. 역시 친절함은 옳았다. 고마워, 어기  "
"189","이 영화에 나오는 모두가 주인공이었어요. 감동받아서 울기는 또 엄청 오랜만이네요.  "
"190","모두에게 추천해주고 싶은 올해 최고의 영화네요~  아이들과 함께 봤는데 너무 좋았어요~  "
"191","등장인물 각각의 시점에서 전개되는 점이 지루하지 않게 소설과도 같이 흥미로움!연말연시 사랑하는 사람들과 함께 나누면 좋을 영화입니다^^새해를 활기차게 열게끔 해주네요  "
"192","따뜻한 영화. 근데 영화가 끝나고 불이 켜진 후 상영관에 있던 아이들 얼굴을 봤는데 뭔가 느끼긴 느낀 건지... 아이들보다 같이 온 어른들이 행복해 보이던데... 암튼 &#39;룸&#39;의 제이콥을 다시 봐서 좋았음.  "
"193","연말에 보기 좋은 따뜻한 동화 한 편  "
"194","힘겨운 날에 보면 기운 날 영화!  "
"195","CGV 핫딜 관람입니다. 따뜻해지는 영홥니다. 한 마디가 남네요. &#34;힘겨운 싸움을 하는 모든 이들에게 친절하라.&#34;  "
"196","아 눈물ㅜㅜ 아이가 크면 꼭 보여줘야지..  "
"197","우리 아들도 커서 어기처럼 학교도 가고멋진 친구도 생긴다면 참 행복할거 같아요.아이를 세상에 내보낸 엄마와 아빠의 마음이어떨지.. 너무 가슴벅찰거 같아 눈물이 났어요.힘 내야겟어요.  "
"198","감동의 눈물이 낫다....  "
"199","기분이 좋아지는 영화. 모두가 주인공이디ㅡ  "
"200","오히려 세상에 때묻은 어른들이 보아야 할 영화.  "
"201","이 영화에 나오는 대사나 명언이 너무 마음에 확 와닿았습니다. 정말 제 인생에 몇 안 되는 마음이 따뜻한 영화였습니다.  "
"202","정말 오랫만에 알차고 감동적인 영화를 접했습니다. 감사합니다.  "
"203","저 엄마 본받고 싶어요 굿  "
"204","살아있는 인생의 교과서  "
"205","내 인생영화! 보면서 대사 하나하나가 가슴에 너무 와닿아서 눈물흘리면서 본 영화.소장가치가 완전 있는 영화  "
"206","옳음과 친절함 중에 하나를 선택해야 한다면, 친절함을 선택해라.  "
"207","&#39;사람의 외모는 바뀌지 않는다.그러니 시선을 바꿔라&#39;,&#39;옳음과 친절함 중 하나를 택하라면 친절을 택하라&#39;,&#39;얼굴이란 사람을 나타내는 지도이다&#39;,&#39;누구나 한 번은 박수받을 자격이 있다&#39;....진짜,대사 하나하나 맘  "
"208","정말 따뜻하게 반짝이는 기적같은 영화  "
"209","최고였다. 강인함은 어기처럼. 친절함은 잭윌처럼 키우고 싶었다.  "
"210","간만에 눈물 쏙 빼고 맘이 너무 편하고 좋은영화 봤어요 정말 최고! 기쁜 눈물!  "
"211","정말 재밌고 감동적 ㅜㅜ흑  "
"212","꼭봐야 할 영화!! 모두의 입장과 사정을 생각해보게되는 따뜻한 영화  "
"213","세상 참 착한영화. 로버츠 누나 미소는 여전히 매력적이다!  "
"214","영화의 시작부터 끝까지 눈에서 눈물이 나오더라  "
"215","진심으로 가슴이 따뜻해지는 영화 입니다. 이런영화를 보고난후에 기분이 좋아졌습니다.  "
"216","내 아이가 생긴다면 꼭 같이 보고 싶은 영화.  "
"217","그냥 최고라는 말밖에...꼭 보세요~  "
"218","두번 본 영화입니다! 웬만해서는 드라마나 가족영화 잘 안보는데 우연히 본 이 영화 덕분에 드라마장르의 따뜻한 영화들 찾아보고있어요:) 가치관에 영향을 줄 수 있는 따뜻한 영화에요. 남녀노소 누구나 봐야하는 영화입니다ㅎㅎ  "
"219","눈물 한방울 흘리지 않는데도 정말 감동적인 영화이다 타인을 대하는 시선.. 나부터가 바꿔야겠다  "
"220","기적같은 감동적인 두시간이었습니다 때로는 눈물 때로는 웃음으로 가족 친구 그리고 삶을 서로의 마음 속에서 그려볼수 있었던 인생영화네요 강추!!  "
"221","정말 이런영화는 가족끼리 봐야되요.  "
"222","진정한 친절함을 보여준 영화  "
"223","영화는 다른 리뷰만봐도 아실거에요 정만 감동이고 깊이있는 다양한 인물 시점 등 최고에요  "
"224","이런영화가 다른영화에 묻혔다는게 아쉽다상영하는곳이 적은건가 관람객수가 왜케 없어진짜 감동이고 다른사람들에게 무조건 추천하고싶은 영화~  "
"225","예전에 감동깊게 읽었던 책인데 영화로 나와 영상으로 보니 또 다른 감동이 있네요.  "
"226","어기를 계속 보고싶었다..  "
"227","개인의 우주와 타인의 우주가 합쳐지는 순간  "
"228","최고의 영화 ! 어기는 생김새는 다르지만 행복해보여요.  "
"229","정말 감동이었습니다. 행복을찾아서 이후 이런영화 처음인듯.  "
"230","관람객마음이 따뜻해지는 영화  "
