"","reviews","points"
"25","영화 를 보는 내내 별이야 네가 생각났어! 보고싶다  ","10"
"26","시사회 때 보러 갔습니다일본 원작을 보지 않았기 때문에저는 재밌게 봤지만일본 자체의 특유한 감성적인 멜로는좀 차이가 있을 듯 하나우리나라로 리메이크 되면서코믹 요소가 첨가되어 괜찮게 봤습니다저처럼 원작을 보지 않은 분께추천하고 싶네요  ","7"
"27","관람객서울대입구11시40분f열에 앉은 여자2남자1 재미없으면나가던가 니들땜에 장면계속놓쳤다 웃긴장면나오는데 지들끼리재밌냐 이러고있고 그냥영화보는내내 떠들더라 아주남자애는 몸을베베꼬고 의자삐걱삐걱소리나도록 몸을가만두질못하더라 니들은영화관다니지마  ","10"
"28","관람객원작보단 약간 아쉬운감이 있었지만..원작 안본분들에겐 괜찮은 영화일꺼예요..  ","6"
"29","원작을 이렇게 망쳐 놓다니  ","1"
"30","원작이 더 재밌는건 어쩔수 없네요.  소지섭 손예진은 열연하셔서 좋게 봤지만 연출이 아쉽네요  ","7"
"31","원작을 모르고 보면 나쁘진 않을것 같으나 역시 예상은 했지만 원작을 뛰어넘기는 커녕 비비지도 못했습니다 원작이 워낙명작에다가 한장면한장면이 뇌리에 깊이박혀서 원작은 배경도 너무이쁘고 특히 ost가 아직도 심금을 울리는데 이번리메이크작품은 글쎄요...  ","5"
"32","안보는게 돈버는거야~~  ","1"
"33","무료 시사회로 봤는데도 시간 아까웠다. 배우들 보는 건 좋았지만 영화가 너무 어수선하고, 원작의 아련함 아예 없다. 원작을 안 보고 봤더라면 그냥 그저 그런 한국 멜로영화로 생각했겠지만 원작 좋아하는 사람으로서 너무 실망스러웠다.  ","2"
"34","제발 부탁이니까 이 영화로 끝내자. 러브레터나 4월이야기 리메이크하면 최악..  ","1"
"35","원작에 비해 너무 떨어짐  ","1"
"36","0점없냐 핵노잼이다 이따위가 감히  ","1"
"37","관객이 손발이 오그라들줄이야  ","2"
"38","워낙 기대한 작품인데..로맨스영화로 사랑과 애틋함 보다는 한국식 가족 영화만드려고 한 것 같음.중간중건 억지스러운 웃음 코드..원작이 나음  ","2"
"39","원작의 위엄을 알게 되었습니다  ","5"
"40","지금 따지러 갑니다..  ","2"
"41","원작보다 좋다는 평 보고 후회했습니다. 원작과는 전혀 연관 없다 해도 될 정도의 별개의 작품이며, 작품성 개연성 모두 원작의 반에도 못 미칩니다. 원작 재밌게 본 분은 보지 마세요. 그냥 전형적인 한국식 개그/신파극입니다.  ","4"
"42","그 누구도 다케우치 유코를 대체할수 없었다...  ","4"
"43","원작 기대하고 보지마세요.졸려죽는줄..  ","2"
"44","안그래도 조조봐서 피곤했는데 덕분에 숙면함  ","1"
"45","원작의 아련하고 순수한 감성 백분의일도 못살리는 OO졸작.김치의 투박한감성으론 일본멜로 특유의 잔잔한 분위기 죽었다 깨놔도 못살리니 일본멜로 리메이크는 다신 꿈도 꾸지마라.하물며 브금조차 시간을 넘어서와 비교하면 부끄러울 수준  ","1"
"46","ㅋㅋㅋㅋ 누가 봐도 알바 리뷰네;; 심하네. 좀 그럴듯하게라도 쓰던가  ","1"
"47","다케우치 유코의 눈빛이 선하다.  ","2"
"48","화이트 데이라서 봤는데아 손예진은 예쁜데 영화가 지루하고내용 구성이 넘나 별로인 것... 노잼  ","1"
"49","한국 영화는 아직도 신파와 말같지도 않은 개그로 감성팔이 영화를 하려고 하는거같다. 그리고 자꾸 원작충 거리는데 리메이크 영화니까 원작에 비교를 하는거지 그럼 어디에 비교를 하냐? 그냥 내가 본 원작의 감성을 무너뜨린 영화 그 이상 그 이하도 아니다.  ","1"
"50","처음으로 리뷰란걸 써봅니다ㅋ정말 간만에 영화관에서 뛰쳐나오고 싶었던 영화였습니다ㅋ미칠듯 오글거리는 대사하며 배역에 맞지않는 캐스팅, 연출의 촌스럼,산만함.몰입이 하나도 되지않았던 영화.나중에는 &#39;울어라울어라&#39; 하는거 같애서 더 짜증났던..욕나왔던 영화  ","1"
"51","차라리 원작을 보세요! 이영화는 원작이 대박이지~~  ","2"
"52","원래 올해초에 원작판 재개봉 하는거였는데 설마 이런 리메이크 때문에 원작 재개봉을 못하는거냐? 원작 재개봉이나 해줘라.  ","1"
"53","영화판에 평점 알바도 이젠 대중이 다 알정도로 뻔히 10점을 남발하는데 정치판이야 말해 무었하랴  이런식이면 평점 무작위 선발 민간 평가단에 맞기던지  아님 없애든지 하자 정보 수집에 방해만 된다 넘 알바티 난다  ","2"
"54","0점은 왜 없는거죠??  ","1"
"55","초반 개그적인 요소가 필요 한가 싶었다...영화는 나름대로 괜찮았지만 원작을 보고 원작의 팬경우 어느정도 실망감이 있을것...  ","5"
"56","무리하게 한국 스타일로 하기위해서 코믹 요소를 넣은게 문제구요 원작과 비교해서 연출,음악,배우 모든게 별로예요  개인적으로 리틀 포레스트는 원작도 우리나라 버전도 좋았는데 이 영화는 별로였어요 원작 보시분들은 안보시는게 나을듯요  ","1"
"57","난 분명히 얘기했다  보지말라고...  ","1"
"58","진짜 몇년만에 실망한 영화  ㅜㅜ  ","1"
"59","감독 지금 때리러 갑니다솔직히 감독 일본작가한테사과하셈 이거비추누른는애들급식충들 원작보면 감독존나사과하고빌어야함 이건솔직히 원작의대한모욕이고 일본작가가 소송걸어도할말이없음  ","1"
"60","저 나라에서는 멜로이지만 우리나라에서는 이미 SF..  ","1"
"61","알비새끼들 때문에1점테러  ","1"
"62","소지섭 손예진 좋아하는 배우들인데이번 영화보고 처음으로 연기못한다는걸 느꼈네요.일단, 자기 자식이 아닌 남의 자식한테 부모인척하는 느낌이 너무 들어서... 엄청 부자연스러웠어요 저는..  ","1"
"63","와 나만 당할순 없어...꼭 봐라 ...이 돈으로 김밥천국 가서 쫄면에 김밥이나 먹을걸..  ","1"
"64","손예진 오지게 이쁜데 다케우치 유코의 이미지에는 턱도없었다  ","1"
"65","원작 본사람들은 비추입니다~  ","2"
"66","베스트 댓글중에 후회했다는 말. 정말 많이 공감했다. 감독과 배우들에게 정말 미안하지만, 냉정한건 냉정하게 해야한다고 생각한다. 개인적으로 원작에 반도 못 미쳤다는 말 너무 공감한다. 고맙다 나대신 적어줘서.  ","4"
"67","일본영화가 훨씬 감동적이네요 감성을 못따라가는것 같기도하고 ㅜㅜㅜ  ","2"
"68","이쁘고 잘생긴 애들이 되게 진정성 있게 보이고 싶어하는 어색한 상황. 원작 따라하는 재현극장인줄  ","1"
"69","제발 잘 된 일본 원작 꺼 그만 좀 리메이크 해라...  ","1"
"70","원작 소설과 일본판 영화를 제대로 봤다면상영시, 한국 특유의 억지로 끼워놓은 웃음거리들에허탈함을 느꼈을 것이다.이미지캐스팅은 좋다.하지만 모든 이의 연기가 과하며, 사투리 쓰던 지호 친구(머리 양갈래 여자아이)가 제일 연기를 잘하는 수준이다.  ","6"
"71","나만 일본판이 더 좋은가요  ","1"
"72","너무 심할 정도로 실망한 영화..소지섭은 멋지고 손예진은 예쁘지만 몰입이 너무 안되었던 영화..처음으로 영화 보다가 나가고 싶다는 생각을 함.평가가 절대 좋을 수 없은 영화.  ","2"
"73","알바들아 고생한다~ 알바비 받으면 그 돈으로 꼭!!! 원작 감상하길 바란다...그럼 자기가 무슨짓을 저질른건지 알게 되겠지  ","1"
"74","여기가 알바천국이네 진짜  ","1"
"75","슬프려면 확슬프던지.. 서로 애틋한 내용들도 잘만들었으면 좋았을텐데 내용이 참... ㅜㅜ 기대도 많이 안하고 갔는데 배우들은 정말 좋아하는 배우들인데 내용이 참 안타까워요,,,  ","1"
"76","코미디요소때문에 몰입도가 떨어짐  ","1"
"77","연출 지금 만나러 갑니다 ..  ","1"
"78","감독 지금 만나러 갑니다 ..  ","2"
"79","우려가 기우가 되길 바랬는데...  ","2"
"80","원작 안본사람만 보길 ...  ","1"
"81","아니 이딴거 스크린비율 높이지말고 외국명작영화들좀 많이 상영좀 해주세요 이 시부라마 ㅡㅡ  ","1"
"82","원작보다는 감정선이 많이 적더라구요. 원작을 너무 감명깊게 봐서 그런지.. 후한 점수는 못드리지만, 그래도 재미있게 보긴 했습니다.  ","6"
"83","원작의 여운 때문인지 모르겠으나... 원작이 훨씬 낫다는 생각이 드네요... 그렇다고 나쁘다는건 아니예요... 원작감성보다 좀 떨어진다 이거죠...  ","5"
"84","일본판 특유의 아련하고 잔잔한 분위기를 좋아해서 예전에 영화 재밌게봤는데 원래 좀 잔잔하고 취향타는 장르라 그냥 잔잔한영화 좋아하면  원작보는게 더 나을듯  ","1"
"85","감독 지금 만나러 갑니다222  ","1"
"86","원작을 본사람들이 이 영화가 좋다는 생각을 할 수 없게 만든다..  ","5"
"87","원작을 넘지 못하는데 이유가 있다.  ","2"
"88","왜 코믹요소를 넣는지도 이해불가네.. 한국식 감성이라 이건가  ","3"
"89","원작이나 봐야지...  ","1"
"90","원작이 너무 넘사벽이라 이럴줄 알았다 별1개도 아까움  ","2"
"91","10점 먼가요?  진짜알바들 심하네  ","2"
"92","뭔가  오글거려서  혼났어요.  ","6"
"93","원작 안본사람만 보세요 원작보고 이 영화보면 욕나와요.  잔잔하고 묵직한 한방인 영화인데 당최 유머는 왜 넣었는지 이런 가벼운 영화가 아닌데 아쉽네요  ","6"
"94","일본영화 베끼기 그만좀 해라. 영화고 들마고 진짜 심해  ","3"
"95","일본 원작 동시상영 해봅시다. 아~ 짜장면이나 사먹을 껄  ","1"
"96","다케우치유코 짱짱짱 원작은 건드는거 아니라고 했다  ","2"
"97","아...한숨만나와...이영화를..이렇게밖에.대사도연출도 다 구리고 촌스..  ","2"
"98","코미디요소를 꼭 넣었어야 했는지? 분위기로 반은 먹고 가야하는 영화인데. 최근 손예진 필모는 정말 아쉽다.  ","1"
"99","원작을 안봐서 다른건 모르겠고 몸도성치 않은 아이아빠가 키 180넘는 모델뺨치고 근육으로 벌어진 어깨와 팔근육들이 꽤나 건강해보임 극중 학생시절 수영했던 몸보다 더좋더라 그리고 아들은 장성했는데 아빠는 리즈시절 그대로 회춘함  ","6"
"100","중간에막지루하다가 막판에 급해게가가지고. 그렇게 슬플정도로 기억이돌아왔나?!? 이거 스포에바야 -송굴-  ","1"
"101","난 왜 지루했지 그냥 별로  ","1"
"102","희대의 OOO기영화네요  ","1"
"103","원작은 보면서 와이프랑 펑펑울었는데 이건 아니다  ","1"
"104","원작 건드려서는 안되는 작품  ","6"
"105","배우들 비주얼은 훌륭하지만...원작을 이미 본 사람으로서 비교되는건 어쩔 수 없네요ㅜㅜ 원작과의 비교는 리메이크 영화의 숙명이고 그걸 한국판으로 어떻게 풀어내느냐가 관건인데 솔직히 실망함  ","4"
"106","캐스팅부터 원작을 욕먹이고 있다. 화려하게 예쁘진 않지만 수수하고 사랑스러운 미오(아내), 잘생기지 않고 우직한, 바보같은 순수함이 느껴지는 타쿠미(남편) 이 원작을 더욱 작품성 높혀준걸 모릅니까 감독님?  생각없이 잘생기고 예쁜배우 앉혀놨네요ㅋㅋㅋ  ","1"
"107","원작이 전설인데 리메이크로 명성 망치지 말자  ","1"
"108","술취한 팽귄은 스토리의 개연성없음에 지대한 공을 세웠다.  ","1"
"109","원작을 망친 쓰레기11  ","1"
"110","알바생 너무 많다... 원작 보다 더 좋다는 사람이 제일 신기하네 ㅋㅋㅋㅋ  ","1"
"111","솔직히 이런거 잘 안쓰는데,일본판 &lt;지금 만나러 갑니다&gt; 반의 반도 못따가 가는듯.. 슬퍼도 따뜻해야 하는 영화인데, 그냥 칙칙한 느낌. 그리고 배우들이 다 따로노는 느낌.  ","1"
"112","원작 본사람들 많을거다.. 진심 소간지를 존경하지만.. 이작품은 건드리지말아야할 절대적 작품..원작 보신분은 차라리 이영화를 어떻게 한국식으로 각색했을까란 궁금증을 갖지말고 원작을 다시한번보시길바란다  ","1"
"113","억지스러운느낌 지루함  ","1"
"114","달걀후라이와 청소 등으로 어머니의 빈자리를 표현 한 것이 너무 구립니다. 조연들 몇명은 포지션도 진짜 애매하고..억지 연출 느낌..  ","2"
"115","알바들땜 평점 올림,돈 아깝고 감동 없고 억지 웃음주는 영화  ","1"
"116","억지로맨스....억지감동...흐름이 너무 부자연스러워서 보는 내내 불편했던 영화..  ","1"
"117","원작을 봤다면 소지섭을 안쓸텐데... 배우가 연기를 잘하고 못하고 그게 문제가 아닌데...어울리지가 않는다..  ","1"
"118","일본의 명작을 김치냄새화  ","1"
"119","전 개인적으로 원작의 감성의 깊이가 더 좋네요더 아련한 그 무언가 마음속 깊음은 원작이 더낫다고 봅니다  ","6"
"120","소지섭의 연기는 미안하다 사랑한다 이후 정체.. 또 머리병 레파토리. 결혼도 안한 지섭 할배 만들지마. 근데 그는 왜 공익? 손예진 나이듬. 중간에 뛰쳐나갈려고 몇번 고민. 쫄보라 결국 감독 욕만하다나옴. 삼류 일본 작품 느낌. 조선명탐정 이후 졸작.  ","1"
"121","솔까 핵노잼....남자들 절대 보지마셈...  ","2"
"122","음....뭐딱히  기억에 남지도, 그렇다고 엉성하지도 않은..딱 그정도  ","6"
"123","이런 명작을 싸구려로 만들어 버리네... 손예진이 &#39;손예진&#39;했다  ","1"
"124","알바  때문에 점수 낮추고 가실게요~  ","1"
"125","이영화의 여주 포인트중 하나는 어린 나이에 결혼하면서 애가 애를 낳은 느낌에 순수하지만 자신의 모든걸 내려놓으면서 가족을 위해 사는, 안쓰러에 순수함이 여주 포인트인데 유코랑 손예진이랑 2살차이... 유코는 2005년작 손예진은 2018, 년도작...  ","4"
"126","ㅋㅋㅋㅋ 원작이나 한번더 볼걸  ","1"
"127","다른 더 순수해보이는 여자가했으면 어땟을까..  ","4"
"128","하....아직 우리나라는.. 이런 장르는.. 일본에 못따라가는거 같다  ","1"
"129","이미 만나고 왔습니다.  ","4"
"130","원작이 넘사벽 특히 다케우치 유코 연기는 그 누구도 못넘는 넘사벽이다  ","1"
"131","하....이건 뭐 흥행때문인지 원작의 묘미가 없네...죄다 존잘 존예만 갖다 놔서...원작은 유코만 예쁘고 다른 사람들은 정말 평범하게 잘 나왔는데...그리고 남자 주인공이 소지섭은? 하~ 소지섭 키도 크고 잘생긴애를..여자들이 그냥 놔두겠나? 에효~  ","1"
"132","원작의 절반도 못 따라가네...  ","2"
"133","원작을 봐서 그런지 전 별로입니다  ","1"
"134","여주는 다케우치 유코 처럼 0.001그람의 악도 찾아볼수없는 얼굴이어야만한다  ","2"
"135","그냥 무표정으로보게되는 영화..  ","2"
"136","주연두배우가 일본보다 예쁘고 잘생겨진거말고는 원작보다는 최악이다. 원작안보고보시길  ","4"
"137","에휴.,.,.,.,.  ","1"
"138","평점...댓글들...다 알바인가요... 돈주고본 영화중에 가장 아깝고 재미없고 ... 어이없는 한숨만 쉬면서 봤네요 ㅎㅎㅎ  ","1"
"139","원작을 뛰어넘는 아류작은 없다. 전적으로 증명한 영화. 손예진 영화는 요즘 거르고 봄.  ","1"
"140","소지섭친구가 한몫함 망함 상사변태도  ","4"
"141","여주인공이 사라지는 장면은 원작이 정말 잘만든것같긴하네요 그대로 따라하는것 아니면 어떻게 만들어도 원작의 미오가 사라지는 장면보다 나을순 없을것같아요  ","1"
"142","하....이건아니다싶다 평점 왜 이리 높아?  ","1"
"143","소지섭  때문에  봤지만 ...음.  ","1"
"144","개인적으로 손예진보단 다케우치유코  ","6"
"145","원작과 비교됨...별로임  ","2"
"146","조조 보면서  글 남기는난  뭐하는건지...원작을  난  왜  보았을까ㅜㅜ죄송하네여~~~  ","2"
"147","손예진이 직접 그렇게 구구절절 얘기해줘야만 했냐?ㅋㅋ쓸데없이 러닝타임만 길다. 공효진 나온 부분도 대사가 왜 그 모양?  다른 대사들도 &#39;여기야. 여기가 감동적인 부분이야. 잘 들어.&#39;하고 있음. 손예진 첫 등장에 머리 휘날릴 때 음악은 샴푸 광고인줄  ","1"
"148","배우빨이지 ...일본원작만 못하다..  ","1"
"149","지금 내친구랑 중간에 나왓는데 담배2갑(9000원) 날렷다고 ㄱ 빡침 ㅡㅡ  ","1"
"150","조조로 봤는데 시간과 비용이 아까웠어요  ","1"
"151","다 하나같이  평점들이 알바티 나네 요즘 유행인가??  ","1"
"152","지금만나러갑니다..  ","1"
"153","김치식 신파와 억지유머 원작버렷네  ","2"
"154","아이로 인해 영화전체 몰입도 떨어지네요.. 보는내내 힘든기억... 억지웃음코드 역시 안타까워요..  ","1"
"155","솔까 걍 케이블용~평점이  너무높은것 같아  박하게  주고갑니다  ㅎ  ","1"
"156","이걸 영화라고 만들었냐? 평점알바들 진짜 모두 잡아 때리고 싶다  ","1"
"157","알바들 겁나많넹....  ","1"
"158","예진씨 미안해요  다음작품 기다릴께요  ","1"
"159","손예진, 소지섭씨 많이 좋아하는데좀 지루했어요!  ","5"
"160","광고 댓글인가? 넘 티난다 ㅎ  ","1"
"161","일본 원작을 보고나서 보니..넘 똑같다는 생각과..일본 원작보다 못하는다는 생각뿐..조금은 새롭게..조금은 한국적으로 만들수 없었을까 하는 생각뿐..  ","5"
"162","아 기대했는데...뭐야..  ","1"
"163","일본것을 본다음 보면 평점 1점이고  원작  안보고 처음보면  괜찮은 정도  ","1"
"164","한국판도 볼만하다.다만 시간이 흘러 다시 본다면원작을 찾게 되리..  ","6"
"165","다들알바들인가.. 낚여서 본 1인 눈물포인트없 슴  진부하고 지루하고 뻔하고 ..   포인트로공짜로봤는데도 돈날린기분 내가좋아하던배우들이 지루하다니..  ","1"
"166","애때문에 집중이 안됨 ..  ","1"
"167","원작 안봤고, 내용 모르는 상태에서 봤는데, 좀 지루했어요.  시계를 몇번이나 봤는지.. 무료티켓으로 봐서 다행이라는 생각뿐.  ","6"
"168","2005년에본 그때영화가 지금보다 더좋았다..그때 지금만나러 갑니다 라고 하는 하이라이트부분의 다케우치 유코 올타임 지구최강영화를 이렇게 상업적으로 만들다니  ","4"
"169","너무합니다~~ 너무합니다~~~  ","2"
"170","평점댓글 시간대가 참 재밌네.. 원작영화, 원작 책, 한국판 시사로 봤는데 억지유머코드 넣은 건 아쉽더군요. 솔직후기 입니다.  ","4"
"171","별다섯개 준사람 영화안보고 올린거죠  일본꺼 보고  넘좋아서 봤는데 후회중이예요  비교를 안할수없어요ㅠㅠ  ","2"
"172","한국 영화 특유의 억지웃음 요소 + 작품을 전혀 이해하지 못한 듯한 배우들의 연기가 최고의 원작을 망침.원작은 3번을 봐도 펑펑 울었을 정도였는데 한국판은 돈이 아까울 지경.  ","4"
"173","소지섭 아빠역이 아직은 표현이 잘 되지 않았던것 같아 조금 아쉬웠습니다.  ","6"
"174","관람객원작 보고 보면 실망ㅠ....  ","9"
"175","아....첨부터 불안했다. 원작이 훨씬 낫다. 아무리 손예진 소지섭이어도 그냥 한마디로 노잼  ","2"
"176","굳이 코미디적인 요소를 넣어야했는지 모르겠다. 제일 기대한건 원작에 헤바라기 밭이 우리나라는 어떻게 리메이크 되었는건데 그냥 역앞에서 허무하게 한거라 다시.원작 dvd나 보는게  ","6"
"177","관람객그 중요한 시간들을... 웃기려하는데 쓰다니..ㅠㅠ  ","6"
"178","원작을 먼저 보고 말았다...  ","1"
"179","재미없다 보지 마라 재발  ","1"
"180","원작 좋아해서 짬내서 조조로 봤는데 초반에 시간 안가서 죽는줄 ... 구구절절 설명이 넘 길어유  ","4"
"181","개인적으로 실망이 크네요 일본원작에 너무 기대해서그런가.. 코미디 요소때문인지 몰입이 안됩니다  ","1"
"182","여잔데 손예진이 내 첫사랑으로 기억조작 당하고 옴근데 너무 K한국다운 영화라 5점 깎습니다  ","5"
"183","평점알바들 다 죽었으면  ","1"
"184","한국 정서에 맞게 여주인공의 성격을 바꾸고 적절한 유머까지도 좋았고 군데군데 일본 원작보다 좋은 부분도 있었다. 하지만 백미가 됐어야할 마지막 하이라이트 부분의 부족한 연출과 그다지 기억에 남지 않을 것 같은 OST가 아쉽다.  ","6"
"185","비의 장마가 아닌 오글의 장마가 계속된다.  ","3"
"186","손예진과 소지섭이 미스캐스팅이 아니라, 원작 다케우치 유코의 그림자가 너무 크다. 원작 영화에서 설치한 장치들이 너무 큰 차이로 다가와 저평가를 내릴 수 밖에 없었다. 리메이크면 원작보다 나아야 되는데 영상미, 소소한 장치까지 모든면에서 갸우뚱했다.  ","2"
"187","원작의 감동은 구름나라로...영화 보고 오자마자 집에서 원작 보면서 기억 덮어쓰기하고 있는 중....원작 본 사람은 절대 보지 말자  ","1"
"188","그래봤자 원작못따라가는거 아시면서 왜 따라만드실까,,,,  ","5"
"189","억지웃음과 부자연스러운 가족아역배우만 빛남  ","1"
"190","원작이 생각나는건 어쩔수없어요 원작대로만해도 반은 먹고들어갈텐데 연기도 새로울거없고 재미를 더했다더니 재미 어디간건지 돈아까워 참고 앉아있느라 힘들어서 안그래도 약한위장인데 집에와서 위경련왔어요ㄴ  ","1"
"191","영화관에 지금 자러 갑니다.  ","2"
"192","관람객나만 지루했던 것인가.. 하품하며 봤네요  ","4"
"193","소설은 안보고 일본영화만 개봉당시 봤는데 원작에 비해 후반부 진행이 너무 빨라서 관객에게 줄거리만 전달하는데 급급하고 감동은 제대로 전달하지 못한거 같아요 특히 교통사고 장면은 감정선 브레이커였어요  ","5"
"194","뭔가가 부족..눈물 안나던디..ㅠ  ","4"
"195","와 진심 개 ㅆㄹㄱ 영화임 볼꺼라곤 배우빨  ","1"
"196","11점 주고싶어서 1점 주고갑니다. 이 영화를 보게 되면 이런 개역작에 11점을 못 준다는 사실에 빡치실 수 있으니 안 보시는 걸 추천합니다.  ","1"
"197","관람객원작을 봤던 사람이라 그런지... 허술함 느껴졌지만 원작을 안본사람이라면 국민감성에 어쩔수 없이 눈물은 나왔을 영화  ","5"
"198","원작의 묵직한감동을 신파로 날려보낸 졸작 억지눈물밖에 남는게 없어요 평점 믿을게 못돼요 궁금하면보세요 보고 후회해야죠  ","1"
"199","알자천국 양심적으로살자  ","1"
"200","쉽게 돈좀 벌어벌려고 비쥬얼 팔아 보려 해꾸마잉..대중은 바보가 아니당께..  ","1"
"201","보긴 보세요.. 다들 궁금하실테니까하지만 큰 기대는 하지마세요상황을 이해시키키위한 나레이션이불필요하게 많구요..원작과 비교를 안하고싶었지만 어쩔수없이 하게되네요ㅜㅜ후반부에 눈물을 흘린 제 자신을 이해하지 못할 만큼.. 그런 영화에요. 싫어요  ","3"
"202","마지막 15분만 없었으면 더 좋았을것을...뭔가 원작만큼의 느낌이 부족했어요 손예진 존예  ","6"
"203","건드리지 말아야 할 것을 건드렸다  ","1"
"204","다케우치 유코...런치의 여왕 프라이드 장미없는 꽃집....다 봐버렸다...원작영화가 최고임  ","6"
"205","이건뭐하자는건지마류홍  ","2"
"206","원작의 분위기를 개그로 리메이크한 영화를 국뽕으로 10점주고있는게..제발 명작은 건들지말자  ","1"
"207","사실 좀 지루했어요..  ","1"
"208","다케우치 유코가 생각나버렸다. 원작을 지우고 봐야 이 작품은 대작이다. 그리고 브금이 너무 아쉽다  ","8"
"209","너무 뻔하고 지루함 억지 코미디가 몰입을 망침  ","1"
"210","지금 만지러 갑니다..  ","1"
"211","그러게 건드리지 말아야지  ","1"
"212","혹시 내가 올린 리뷰를 보고 있다면 다른 리뷰 볼 필요없다. 진지 다 걸고상남자 ㅂㄹ 두짝다걸고 소지섭은 여전히 빛났고손예진은 예쁘다는 표현보다 아름답다는 표현이 어울리고 꼬마는 신의한수다. 삼합을 장인들이 모여 먹게하는 사람을 울렸다 ㄹㅇㅍㅌ  ","10"
"213","이런 명작을 리메이크 하려면 확실하게 다 따라가던지, 아니면 모티브만 따와서 아예 한국적으로 재해석을 하던지... 이도 저도 아닌... 어설프게 따라한 영화라는 느낌이 딱 맞다. 일단 소지섭부터 캐스팅 미스고. 아무래도 원작과 비교됨. OST 돌려줘  ","1"
"214","학예회에서 춤추다가 쌍코피터트리고 3년동안 말한마디 안섞었는데 흥신소라도 찾은건지 여주의 전화번호를 알고있는 주인공. 그걸 또 전화올줄알고 매일같이 목이빠져라 기다리는 여주.  학창시절 또박또박 서울말잘쓰던 베프는 나이들자 경상도 남자가 되버림.  ","1"
"215","관람객원작을 너무 감명 깊게 봐서 그런지 이건 완전 별로  ","1"
